genotype	P368.Earheight	P368.Earleafwidth	P368.Earleaflength	P368.Tasselmainaxislength	P368.Tasselbranchnumber	P368.Leafnumberaboveear	P368.Earlength	P368.Eardiameter	P368.Cobdiameter	P368.Kernernumberperrow	P368.100grainweight	P368.cobweight	P368.Kernelwidth	P368.Silkingtime	P368.Pollenshed	P368.Headingdate
CML428	74.50289586	8.756832961	58.89094838	27.65993148	10.5303347	5.308930571	8.95577657	3.744794412	2.508762053	17.01255665	20.73422114	13.16990895	7.156468098	74.9169	72.6932	69.3792
CML430	96.56066157	10.12196074	70.19641369	26.11094867	13.84728624	6.352706792	10.50053969	4.193621295	2.721632612	17.82639254	24.91900185	17.92699527	8.438515572	78.2361	77.4791	74.2881
CML431	85.45261692	7.778928928	75.10303113	25.71344851	16.87334563	5.830750291	11.99275406	3.915498176	2.700233911	20.62127632	21.63834338	19.27779052	8.341729177	81.3412	78.926	74.9575
CML432	52.62354779	9.214063258	74.16583763	31.85866677	4.833533866	4.876428879	12.06348822	3.586309827	2.213646051	22.03478077	23.30678676	12.10928453	7.996276199	72.13307	70.4672	67.37094
CML433	62.2992829	9.235940306	72.18681251	31.55662631	10.4210061	5.599453529	12.41004591	3.50642922	2.235602979	20.3171587	22.88098293	16.5947824	8.093062594	82.519	78.3695	76.1848
CML451	51.36546044	10.34948203	71.76598533	33.23835776	12.32700516	7.348199302	12.99395328	3.636098425	2.295333267	19.00217123	24.70986529	18.38440742	8.557637288	79.3068	77.3678	74.1766
CML454	73.59016149	8.406800197	93.83097798	32.71780408	13.60715379	6.6522573	13.72697725	3.54345151	2.257373832	22.80578319	21.89150755	15.69711106	8.060304122	75.1311	76.1435	73.8419
CML465	94.75550771	9.883500918	73.63127337	27.60847273	11.68999875	5.762633326	12.39943263	4.138908551	2.596031539	20.18223328	23.87411851	16.93593562	7.959050663	78.7715	75.9209	74.7344
CML470	66.46063178	7.820495318	72.1754388	29.54302324	16.05533345	5.071478662	10.6022503	3.637375056	2.278772533	17.26955746	24.32757722	14.01040377	8.676759005	67.3149	65.57	63.6892
CML471	62.85838377	8.312728892	66.05638414	31.77663109	10.79389471	5.055201716	11.68568945	3.756831216	2.581145486	19.12210494	20.57688397	19.60893786	7.763988852	70.4199	69.1316	67.7056
CML473	60.19669268	8.264599387	60.05106655	26.61956989	13.63839053	4.905836805	9.717810179	3.712696268	2.251791562	18.85653744	24.06017893	13.65305053	8.828639194	68.4927	66.7943	64.6933
CML474	51.81426475	7.120429791	68.89071206	29.72946797	4.029187758	4.385521677	9.096048773	3.016385401	1.844285859	12.88983535	25.17654141	8.814487662	8.544284955	72.026	69.2429	66.3668
CML479	71.21895112	9.19218621	81.5132527	33.72684295	14.93081073	6.859480596	14.20722824	3.866256705	2.335339535	26.62867021	23.67585742	18.79179012	7.900978826	73.6321	72.6932	70.2717
CML480	93.39054642	8.43086495	80.56696024	32.01975501	22.14649815	5.960965854	11.49995702	3.584486069	2.436006469	21.62786282	22.06536728	13.65543288	8.450427744	76.0947	74.5853	71.4989
CML486	80.07977242	8.890282952	75.26908726	31.1501768	9.42923954	5.974370397	14.88559381	3.966563404	2.636968185	24.61549721	22.14467172	24.9668541	8.182403881	73.9533	73.5836	72.503
CML493	77.03242981	8.870593609	68.30837824	27.28331312	12.40844381	5.937986637	11.50996536	3.673303092	2.305009202	22.43955704	18.37466071	17.60537736	7.144740427	74.7028	74.1401	70.9411
CML496	67.88046534	9.316885382	79.06790558	26.20939148	13.48220682	6.29006107	12.37561673	3.549469912	2.200992906	21.19738647	22.2087253	14.41635705	8.014144457	79.521	77.7017	75.2922
CML497	74.76102734	9.253441944	73.92698977	31.23967027	7.293427302	5.17775754	10.88933956	3.62716201	2.249930806	20.413534	24.88311499	14.14429211	8.944782867	78.5573	77.4791	74.9575
CML50	98.25596051	7.726424013	74.65490705	25.76565303	8.800600106	5.570455946	10.24582093	3.703942229	2.266677615	19.07927148	21.3028246	14.82755151	8.118375959	74.8099	75.9209	72.7262
CML51	78.45447151	8.52274855	79.93230735	37.31031064	13.53017753	5.99543468	13.49419261	3.293596642	2.111118361	23.02209221	22.45090886	17.04218865	8.862886687	74.8099	72.9158	69.7139
CML69	61.92710103	9.561908317	84.81162789	28.49520386	10.61623574	6.439699542	13.06099384	3.499681315	2.355063555	19.66823166	25.43580592	18.73699595	8.859908644	74.1674	73.2497	70.1601
D047	75.44113424	7.641103527	74.24545358	30.24778431	9.718179404	5.084883205	12.073428	3.148790244	1.930624967	22.49738222	21.06491128	12.45377306	8.023078585	66.8866	64.9022	62.3504
D863F	57.77690325	9.209687848	73.56303113	33.29429118	7.422278863	5.767557444	12.78327964	4.111187427	2.566073358	23.6024857	26.41369065	19.23681402	8.566571417	70.8482	69.1316	67.37094
DAN3130	44.63692883	8.18802972	59.89638413	26.01921786	3.04132579	5.380740624	11.21251398	3.407581527	2.052876678	19.44718459	24.97523014	9.829370863	8.307251836	68.1714	65.4587	63.2429
DAN340	63.4882555	9.752238632	72.07307544	27.14161513	8.585847504	4.847431295	10.76551795	4.267848253	2.501877254	21.31089516	21.20033886	11.17301904	8.465317958	72.4543	71.2463	69.8254
DAN360	68.42598615	8.260223977	76.50882138	31.08678559	5.946342801	5.629682142	12.12614063	4.221889547	2.611963222	21.41879455	23.15732839	18.62740762	7.686559736	70.527	69.5768	66.1437
DAN4245	74.55622242	8.726205094	73.93381399	31.40597897	9.20277316	6.426294999	11.1621009	4.303958665	2.434145712	23.83378642	23.57251474	18.09534319	7.126687668	72.9896	71.0237	66.1437
DAN598	47.67422441	8.422114131	66.18149492	30.60575819	9.921218227	5.788621727	10.25820309	4.678011464	3.059732093	18.50958635	20.88068097	17.16940641	8.157090517	70.4199	68.7977	64.9165
DAN599	66.25582686	9.314697677	73.59715225	26.23922264	4.624359254	5.007328347	12.19388874	4.134713907	2.887053877	18.20483972	24.66289266	25.08978361	8.259832997	69.9916	67.796	65.6974
DE.EX	62.38014369	8.895325069	71.12167123	27.93932602	9.576792227	4.911874212	11.80135387	3.75377456	2.543080399	18.70927209	27.12033015	17.38088422	8.523545081	76.6301	73.0271	70.6064
DH29	54.44747084	8.835590332	65.31709315	28.55113728	8.429663794	5.99543468	11.70780045	3.790935493	2.586727756	18.98310681	25.04538407	14.66078666	8.910535374	69.1351	67.0169	64.6933
DH3732	70.11852491	8.295227254	74.46837825	26.37346285	13.0097511	4.927858555	12.3746683	3.792029748	2.124329733	23.28980138	23.0964213	11.69006386	7.671669522	69.3492	68.1299	67.37094
DONG237	28.67428997	7.705640818	62.43385828	26.93652593	4.966290019	5.215235549	11.09046125	2.982645875	1.923368016	18.79014557	16.72320108	11.68999006	7.42943718	67.9573	63.7892	61.4579
DONG46	61.52686201	6.781071762	57.802487	26.87292062	10.93318315	5.003332959	11.80951891	3.930278803	2.707904063	19.10332078	19.66422259	16.17989435	7.425980981	66.03	63.1214	58.1108
DSB	63.00213363	7.840184661	75.63532064	32.04884039	10.92079397	4.95179524	13.27149059	3.502416952	2.28063329	23.062784	22.4801905	16.54761177	8.316415812	66.4583	65.3474	61.5694
EN25	79.77836141	9.043422286	65.32846686	25.12055427	8.257861714	4.935518294	12.91116968	3.889783186	2.341480032	26.75502894	21.97325212	14.48837027	7.433426089	67.529	65.7926	63.5776
ES40	85.74784514	8.275537911	84.39080072	35.8262106	8.61513195	5.870963921	12.09076302	4.313077455	2.992372703	20.68552653	22.15077206	17.99131886	8.968607211	72.5614	69.6881	67.25937
FCD0602	71.30021064	8.726205094	74.91650232	30.62813156	5.317703367	5.605745458	11.99701237	4.092220342	2.378695164	22.83790829	25.41445472	21.24323334	8.238986697	67.9573	68.0186	65.028
GEMS1	68.7033951	8.489806675	74.75542303	28.52705586	8.59246967	5.846884505	12.18434375	4.010914407	2.347381306	22.47448456	23.29354261	14.02812083	7.504120729	71.647	68.1058	64.3259
GEMS10	50.85577937	7.964719299	68.87087017	31.90142167	4.937301678	6.232254368	11.36210019	3.67846578	2.204483715	19.89653579	22.3403134	14.35172087	7.640359511	72.7707	69.7107	66.7437
GEMS11	65.0929761	7.53298079	73.7120626	35.61322407	6.314877555	6.179865378	12.03219027	3.697926187	2.219277819	22.08228381	22.1020061	14.64529618	7.603538218	69.7742	68.1058	65.1318
GEMS12	77.71715628	8.513143891	70.41504362	31.29403583	14.2497146	6.801429675	11.27603357	3.817283353	2.219277819	24.33853983	23.53184991	17.02058726	8.41972096	73.5199	72.1181	68.3556
GEMS13	90.68535303	9.178254567	76.33437516	33.55486092	12.33947605	5.68261394	12.78834696	3.592515647	2.085122199	22.67278831	22.57862071	13.28751041	7.539704325	74.269	72.1181	69.5645
GEMS14	68.66214821	9.39606859	72.83563983	35.00583822	8.996558594	5.539654152	13.49839653	3.942802981	2.628133042	20.62364955	22.57862071	21.41420854	7.861287264	70.5234	66.0997	63.9229
GEMS15	69.20274571	8.909876575	74.31721165	28.12213196	13.58847818	6.37255031	10.88412309	3.247093415	1.918688535	21.0863583	23.77015721	8.243352939	8.255275092	73.8944	72.9206	70.3704
GEMS16	61.49923138	8.618161367	67.07629022	34.12850311	8.81288181	5.788279871	12.80217909	3.952533184	2.478510859	24.12701583	23.05523531	21.70444776	8.553527559	69.0251	66.5009	63.117
GEMS17	70.32079962	7.595213368	82.91450165	29.92741767	8.555734313	6.420499556	12.64080419	3.451427693	2.160773864	25.18463584	20.6721623	16.74035629	7.551988409	74.6435	70.5132	68.7586
GEMS18	74.9465941	8.87487075	77.65596505	36.51080537	12.27335241	6.205971079	15.87291298	3.962263388	2.458337082	26.3083571	22.57862071	23.79617179	7.78764468	72.3962	70.11197	66.3407
GEMS19	82.47195698	8.676504408	81.55813308	33.62234824	10.83332643	5.825573729	12.63619348	3.665492175	2.216251752	23.06939582	22.57862071	16.6803068	8.255275092	76.5163	72.1181	69.9675
GEMS2	52.97867765	8.135858888	70.70718454	27.4472588	6.204671485	5.558301081	11.29447642	3.490348508	2.090165643	22.32906181	20.6721623	12.47684224	8.091040048	67.9014	66.5009	63.52
GEMS20	79.16079732	9.644998901	79.78442034	30.65290632	12.02722552	5.962317874	13.19408957	3.957398286	2.614683857	18.36298677	23.53184991	23.74613055	7.957022624	75.7672	74.1242	70.3704
GEMS21	50.22391217	8.011393733	70.41504362	34.09475945	8.849617167	6.875129441	11.3682478	3.684952582	2.239451596	21.0599178	20.6721623	17.81442099	7.482027954	73.8944	72.9206	68.7586
GEMS23	64.02283878	8.236986827	77.32208971	31.83393435	9.988413225	6.665928658	12.42563765	3.822472795	2.178930264	24.55006383	22.3403134	18.17046564	7.080675868	72.7707	70.11197	67.9526
GEMS24	72.09002779	8.948771936	73.46165609	34.63465798	11.27415071	5.831789372	12.2073973	3.932099757	2.253573241	23.24125907	23.29354261	20.04307844	8.365738969	72.0216	68.9083	67.1467
GEMS25	77.6618679	9.39606859	73.98333631	33.11619337	7.563879682	6.179865378	13.65516073	3.80949919	2.258280455	22.06465681	23.53184991	19.87627429	7.834456884	70.5234	68.9083	66.7437
GEMS27	74.33227877	8.559818325	71.02019267	33.14993702	6.792437192	6.130140234	13.3646859	3.329800146	1.938862312	24.58972458	19.7189331	11.79628131	7.161682711	72.3962	70.5132	67.5496
GEMS28	65.58197111	8.431463633	70.66545012	30.68664998	5.958019804	6.06301129	13.41540373	3.422237082	1.964079534	25.71344584	20.433855	12.88718045	6.811880434	72.3962	69.7107	67.9526
GEMS29	62.82000935	8.473276146	64.73916284	31.69895972	5.380749913	5.521007223	10.26167704	3.552621812	2.013505289	19.68501179	23.53184991	14.13821157	8.111672052	70.8979	67.3034	65.1318
GEMS3	74.49814391	7.18292254	71.12452871	27.31228417	3.486255088	6.515510098	10.89334452	3.456292795	2.241468974	19.01518578	19.2423185	12.71704022	8.16690399	74.269	72.5193	69.1615
GEMS30	54.64347222	8.155306569	71.39580243	34.09475945	7.857762536	5.97474916	14.19922469	3.642139686	2.15573042	25.07887384	23.77015721	16.48014182	7.761869775	73.1453	71.7169	69.5645
GEMS31	56.94715473	8.933213792	62.81937964	32.4413202	8.37205753	5.97474916	12.6039185	3.821175434	2.324181462	22.59346681	25.67661561	14.7787395	8.983779815	69.3997	67.7046	64.7289
GEMS32	78.38061684	8.816527709	71.0827943	34.56717066	9.657795014	5.259950218	14.21459373	3.509808915	2.137237791	23.33380082	21.8636988	13.04397635	7.957022624	72.3962	69.7107	67.9526
GEMS33	103.3648216	8.789300956	79.38794337	33.52111726	12.48641748	6.217159236	14.2822175	3.934045797	2.069991866	25.87208884	22.57862071	16.29999334	7.393656852	77.64	77.3341	73.1912
GEMS35	84.00897396	8.672614872	71.41666964	30.14675145	7.637350396	5.164229317	13.73815353	3.573055239	2.059904977	26.4405596	23.53184991	14.97890448	8.314189159	71.2725	69.3095	66.3407
GEMS36	93.11804176	9.489417457	75.3814393	30.61916266	11.78319779	6.117708948	14.94154925	4.040105018	2.347381306	25.51514209	24.24677181	21.794522	8.148493344	72.7707	70.11197	67.1467
GEMS37	80.00855248	9.162696423	80.76517915	34.36470872	11.27415071	5.949886588	13.21714313	3.971993592	2.201121419	21.81347206	23.53184991	20.29328466	8.137446956	72.7707	71.7169	67.9526
GEMS39	90.33080533	8.567597397	81.64160192	34.73588896	7.395946623	5.448195405	14.71101367	3.720954336	2.089156954	23.98159308	23.05523531	16.71033154	7.960704754	70.1488	69.7107	67.1467
GEMS4	76.41393017	7.229596973	74.83889187	32.98121873	5.874053274	6.749040684	13.27708238	3.871772494	2.316111951	23.42634257	23.05523531	16.25996034	7.850240877	72.3962	71.3157	68.7586
GEMS40	93.15490068	8.742626522	76.61260461	33.95978482	14.06603782	5.887730158	14.43437098	3.840635842	2.085122199	26.77106585	22.81692801	20.11647226	7.700863998	76.5163	73.3218	70.3704
GEMS41	75.56090944	9.240487145	78.92886478	33.8922975	10.79659107	5.707476512	13.09265392	4.001184203	2.43311986	21.68126956	22.57862071	19.21239378	8.152535186	72.3962	70.9144	67.1467
GEMS42	86.69230335	8.299219405	76.92561274	32.61003849	13.84562568	6.024474304	14.0424605	3.986588897	2.221295197	26.77106585	27.34476672	21.3641673	8.432444092	71.647	69.3095	66.7437
GEMS43	82.15251301	9.310498795	71.54187289	30.59216774	7.54918554	6.15997532	14.52812211	4.093621138	2.228019789	25.80158085	26.15323021	19.36918968	8.929104741	74.6435	72.1181	69.9675
GEMS44	61.9808546	8.8048591	67.53536881	31.8001907	5.317775016	4.686867937	13.29091452	3.977831714	2.450267571	23.25447932	24.48507911	19.39254226	7.993843917	68.6506	66.0997	63.52
GEMS45	60.61900526	7.867480896	73.50339051	37.57035624	10.75985572	4.720077229	14.7967729	3.780308579	2.374615905	24.70870683	24.00846451	19.90296295	8.4621314	68.276	66.9021	65.1318
GEMS46	52.40122124	8.772770427	74.72412222	29.47187829	7.931233249	5.315891005	10.22786515	3.772524416	2.268367344	18.06773452	24.72338641	12.01646279	9.007105557	72.0216	67.7046	64.7289
GEMS47	56.39163815	8.699841625	69.58035527	29.80931487	7.563879682	4.901218824	14.13928544	3.813391271	2.179938953	26.40089885	24.48507911	15.97972937	8.181632507	66.7778	64.4948	61.5051
GEMS48	68.74815236	9.730568696	72.96084308	35.45800324	5.417485269	5.222656361	13.77811303	4.218167746	2.412946083	24.12701583	23.53184991	21.0906085	7.905472815	70.8979	68.9083	67.5496
GEMS49	81.70406281	8.279771725	72.91910867	32.4413202	5.952771896	6.067983805	12.03833788	3.899017064	2.412946083	21.92364081	22.3403134	18.46177511	7.371564077	72.0216	70.5132	68.3556
GEMS5	66.74197398	9.057678948	80.80691357	33.85855384	10.53944358	6.430266995	13.04193609	3.894151962	2.547101703	20.51788754	23.77015721	26.5184155	7.780280421	69.7742	67.3034	65.5348
GEMS50	70.37784318	8.236986827	71.24973197	25.49012663	8.041439319	6.121260744	12.59008636	3.801715027	2.256599307	22.34228206	24.96169371	17.47095846	8.192678895	72.7707	69.3095	66.7437
GEMS51	81.05288856	8.349783375	79.63834988	33.8922975	5.46996435	5.906377087	13.18794196	3.911990669	2.32552638	26.33039085	23.53184991	18.76869474	8.163137796	73.8944	69.7107	67.1467
GEMS52	66.67176652	7.595213368	75.73618185	32.0363963	6.718966478	5.732339084	12.16129019	3.743333805	2.316111951	20.10805979	22.57862071	16.17989435	8.309453815	72.7707	70.11197	67.5496
GEMS53	54.39774608	8.610382294	73.19038238	30.41670071	8.81288181	6.49686317	11.76015829	3.827662237	2.412946083	22.21007956	23.29354261	16.9138326	7.817492708	71.647	67.3034	65.5348
GEMS54	69.62048013	7.960829763	64.19661541	31.29403583	9.5843243	5.291028433	14.2453318	3.4708881	2.127823361	26.68293085	20.1955477	16.52684698	7.976531859	73.5199	70.11197	67.5496
GEMS55	74.87199867	8.750405595	57.4773742	25.52387028	8.041439319	5.061049644	11.64950121	3.675222378	2.301990306	21.2185608	20.9104696	16.00975412	7.529101715	68.6506	66.9021	63.9229
GEMS56	69.67576852	7.595213368	70.33157478	33.45362995	6.886899537	5.51479158	12.62236134	3.782254619	2.286859973	22.80499082	29.01291782	17.78121418	8.192825104	72.0216	69.3095	66.7437
GEMS57	73.78553812	7.808165471	72.59566693	34.33096506	8.247157317	5.402910007	13.71971069	3.534134425	2.088484495	25.80158085	25.91492291	14.21827756	8.625411595	70.8979	67.7046	64.3259
GEMS58	66.29089101	8.579266005	71.85488102	29.97803316	10.20882536	5.676398298	12.9666278	4.100107941	2.493641192	23.15753082	25.43830831	16.20658301	8.633893683	70.5234	66.5009	64.3259
GEMS59	77.4898596	8.937103328	70.20637153	33.38614263	4.367903649	6.049336876	15.37034542	3.788741422	2.363184098	26.15412085	24.72338641	19.4626	8.892283448	72.7707	69.7107	67.1467
GEMS6	67.07721464	8.637609047	78.30284852	35.91691699	12.78030033	5.63910444	13.05269442	3.767659314	2.231382085	23.53210457	24.00846451	17.04727593	8.520388396	70.8979	68.9083	66.3407
GEMS60	73.69339082	8.5248125	73.67032818	34.06101579	8.849617167	4.762698781	12.8467493	3.688195983	2.123788605	22.65075456	21.8636988	16.33335416	8.35837471	69.7742	66.9021	64.7289
GEMS61	89.26014146	8.085294919	71.04105988	32.8462441	11.64150428	5.869083229	13.54911436	3.945722042	2.382685416	25.67378509	19.4806258	18.34167612	8.001978123	72.3962	70.5132	68.3556
GEMS62	84.3271893	7.599102904	70.08116828	32.10388362	6.503802246	5.085912215	12.17512232	3.611003034	2.166825997	20.38568504	22.1020061	15.96187617	8.11903631	69.0251	66.5009	64.3259
GEMS63	62.77700728	8.190312394	69.91423061	31.3952668	8.4822636	5.980964803	11.40052279	3.917504451	2.354442128	21.5094063	21.6253915	15.72822187	7.780280421	73.5199	69.7107	66.3407
GEMS64	70.26551124	7.606881977	68.87087017	31.21979978	10.90679714	6.289971054	11.07930988	3.67846578	2.106977124	24.56769083	19.9572404	20.1954696	7.465486054	74.6435	68.9083	66.7437
GEMS65	71.74250082	7.669114554	71.06192709	31.96890899	7.380202899	5.604474429	12.14284734	3.918477471	2.421015594	20.7955128	21.3870842	18.54876309	7.391267784	72.7707	69.7107	65.9378
GEMS66	64.77440972	7.921934402	70.15072564	28.86449244	7.967968606	5.980076854	11.77860113	4.210383583	2.660074857	19.76433329	24.24677181	21.94464574	7.401870394	72.7707	69.7107	67.1467
GEMS9	65.0008288	7.455190068	73.46165609	34.73588896	11.01700321	6.049336876	13.06037894	3.719008295	2.07503531	24.58972458	22.81692801	15.47931692	8.332779557	72.7707	71.7169	67.9526
GY1007	58.3817126	8.90778459	62.75042648	29.57937996	15.40131416	4.983528444	10.88121729	4.028571182	2.729075639	24.95610827	21.27232289	23.08002899	7.449805325	71.4785	67.6847	64.6933
GY1032	64.01048044	8.191858203	67.06295726	31.84375119	13.70476861	5.084609643	11.31068684	3.328977551	2.095115853	18.79657059	20.6775396	15.06673994	7.223474063	73.2038	69.1316	64.0239
GY220	63.51346984	8.343658974	67.70599244	29.12101848	13.88052884	4.740500056	11.97366707	3.537813679	2.214870488	21.94567456	22.66872192	12.82713095	8.082215018	70.8845	68.6119	64.3968
GY237	55.38431829	7.306134669	65.71105936	27.88648611	7.848158682	5.953438384	10.67238311	3.867708516	2.441503025	19.24593382	21.70981054	13.57774962	7.636677381	67.2548	65.5513	63.9123
GY246	74.96086374	8.979335134	76.15979743	35.71255668	10.48700193	5.809590647	12.46431512	4.179246931	2.081190831	27.84631286	23.53184991	18.55518543	7.721366354	69.2906	66.0348	63.1043
GY386	73.40543764	8.912127082	71.15111673	32.24818024	9.928637993	5.275045351	13.34456242	3.719981316	2.319801832	22.43482381	24.00846451	18.02141215	8.999065196	67.9573	65.0135	61.9041
GY386B	71.54437705	8.463542595	68.03037027	32.28960307	10.49456873	5.662230592	12.57523167	3.86852104	2.386102356	21.43557413	24.93624004	16.17130032	8.277367867	70.1526	67.8678	64.5694
GY462	61.23186837	7.498355791	68.88843732	32.6603791	10.95649311	5.864535211	13.86552511	3.721450307	2.464476045	21.48849603	22.74494531	21.25180982	8.131777152	67.7432	66.2378	61.5694
GY798	67.38000836	7.486756309	73.68343032	34.27531121	13.14624203	5.154639468	12.28242728	3.634704236	2.365799133	21.3507633	19.7189331	16.07870332	6.955483474	73.5143	67.3234	62.2426
GY923	54.98865042	7.962813345	62.59228944	27.86246797	9.026077115	5.993396089	11.98377195	3.529642187	2.446054842	24.78802833	21.1487769	15.49456757	7.367881948	72.7047	70.13327	66.1437
HB	51.6945836	6.934474886	55.09213006	25.22123442	6.786806392	6.124692776	9.563033157	3.475972459	2.18666508	18.59739496	20.42132526	10.72275396	8.757166164	65.6017	64.5683	60.5653
HSBN	43.81031189	6.715704409	65.69621674	26.43312516	8.269575491	4.685892871	12.31983302	3.46065289	2.280075063	22.14186444	19.03959793	12.27366702	7.915869041	64.531	59.8936	56.5489
HTH-17	35.31791862	8.006450224	58.44737379	28.49573656	4.099470428	5.232333181	10.47754424	3.506976347	1.931741421	19.77578625	27.42967861	8.89072302	8.331306027	71.0624	66.9056	64.6933
HU803	44.09781162	9.008419009	70.60586716	26.22803596	6.485176601	4.491663775	13.07426044	3.749536183	2.395069823	19.34341565	25.69690053	13.29093258	8.797369743	72.026	70.3559	69.3792
HUA83-2	57.31783109	8.612444446	61.68888044	34.39058619	10.40148314	5.375679725	11.76371012	3.013670786	1.905826119	18.47867444	19.93858153	9.054021103	8.236008654	78.8786	76.7	73.3956
HUANGC	45.44687432	7.277944535	63.75320836	29.2223383	8.363285717	5.212226366	13.26993272	3.837213751	2.194854968	15.78109444	25.32357031	13.67169715	8.398070092	74.7028	70.8011	68.375
HYS	43.60131151	7.516404355	59.00468546	25.82158645	6.083003548	4.471146617	10.38226078	3.429716503	2.154978168	18.60550315	20.42952075	9.414318065	8.235154088	64.9593	62.8988	60.5653
HZS	48.25927091	7.090895777	60.65955991	25.98864093	10.98326746	4.722960537	8.934714748	3.621953285	2.269121445	15.9695617	20.37300539	8.484088121	8.831617237	66.7795	64.1231	61.2347
IRF291	51.99831316	9.030296057	64.98043141	29.65116118	5.079523209	5.824048019	12.51175652	3.711237262	2.128981624	19.48618942	23.62400451	15.51843444	8.140711281	70.6341	67.4621	63.3545
IRF314	45.10759372	7.789867452	64.91901338	27.30941539	3.792959896	5.327122451	12.6214271	3.428189995	1.867731393	20.44137576	23.44709461	11.20398966	8.195805074	67.1007	66.5717	64.3586
J4112	55.19726051	8.828117017	65.04117408	25.33095607	4.68008987	5.263502014	12.75960216	3.638206305	2.241223109	25.07446709	25.56697441	15.90299946	9.047314018	69.9916	67.3508	65.4743
JH59	56.22060668	8.505246912	74.7231493	31.49447658	3.993070275	5.861115685	13.84549223	4.000485306	2.593798631	23.18121444	22.73030449	20.86682126	8.121354002	72.026	69.5768	67.9288
JH96C	65.77202355	9.728173879	77.41871799	32.46312058	8.898214925	6.029903505	16.59503968	4.15769326	2.834394464	25.39934968	26.5289871	30.61017646	8.402779057	69.6704	68.6864	66.3668
JI53	37.22232834	9.62316405	60.38090407	31.53798184	6.975481892	5.54898132	10.82247589	3.934830012	2.384835661	20.12744767	27.69598242	12.2379317	8.962651125	68.1714	66.0152	63.3545
JI63	49.65967284	8.04582891	61.01783169	30.00167727	7.578462573	5.222621726	11.83427539	3.671114582	2.433401409	19.63610656	20.44267646	13.34572674	7.923314148	70.3129	66.1265	62.7967
JI842	38.20701364	7.117627509	56.33436274	30.24798242	4.992598843	5.006174395	15.05116433	3.147916739	1.729742699	23.59820582	20.1955477	13.66782386	NA	69.9481	68.0392	65.8329
JI846	59.78310819	7.599537136	70.24190852	32.91767283	6.225521183	5.923761408	16.43867067	3.575914406	2.115212025	23.03708392	27.45278732	17.09793576	8.761125004	69.6704	67.0169	64.4702
JI853	58.68367564	9.039046876	63.00823052	28.3311325	8.699080694	6.001042703	11.52680683	4.241495942	2.724434343	19.8103759	25.80098644	16.00975412	9.118998378	71.7048	69.4655	67.9288
JIAO51	99.20761841	8.45847273	69.06784713	28.83074878	17.29700222	5.699484971	11.77606053	3.914869703	2.589796409	19.96943397	18.41126276	12.99112862	8.002232285	78.2361	77.0339	74.065
JY01	77.51689557	9.601287002	67.70557174	30.13218858	6.659767678	5.772755124	13.12202021	4.249610671	2.454241884	23.12275085	26.1464957	17.82931872	9.634199802	70.4199	69.3542	67.0362
K10	38.58397743	7.523332087	62.00355301	33.27564671	6.465653638	4.94796537	11.13608481	3.555557492	1.943092036	16.21371247	23.07353584	12.86716395	8.445960679	64.531	63.4553	58.2224
K12	54.98669845	8.23834693	62.31443436	32.84309494	3.384929953	5.603009836	10.88792446	3.492386282	2.3746015	17.78355907	17.85714841	10.57981267	7.994787178	74.0604	71.0237	69.8254
K14	49.51761703	7.125513029	65.30618364	35.77404312	9.653280436	5.204009432	12.84828621	3.407782917	2.172541901	21.02025705	24.00846451	11.68952666	8.177950378	72.0156	67.3234	63.6787
K22	44.00816117	8.872781313	60.60837822	29.29691619	7.285060317	5.245737724	11.07100357	4.499830291	2.738007271	18.18619367	25.60051514	16.48328819	8.227074525	69.8846	66.3491	62.9082
L3180	57.78552049	9.059562182	75.38848545	42.75225938	6.368038819	5.368108499	14.3894229	4.24924592	2.823974227	21.75027868	25.33210011	19.04193738	8.454894808	70.3885	66.4103	64.5831
LG001	59.77085302	8.037078091	68.70873274	28.07570322	5.872155539	5.520530861	11.66729309	3.407626703	2.104047485	21.49507907	22.05224346	14.3120099	8.316415812	70.527	69.7994	66.2553
LIAO138	68.34251848	10.4698058	75.50793512	31.35452022	9.530758951	4.931688425	14.15797629	4.347364109	2.439473342	27.43791554	26.87243633	19.8709969	9.272367588	67.8502	65.9039	63.0198
LIAO159	53.35852695	8.662761655	73.15357765	38.75637596	5.825300426	5.495636709	14.5105912	4.274049031	2.720330082	21.08442795	28.0833541	19.992497	8.502339861	70.9553	68.1299	66.0321
LIAO5114	47.44700688	7.846747776	63.45180511	26.84330356	4.261232127	6.048095385	12.39854819	3.47633721	2.222019456	25.35048458	19.43612012	11.76622542	7.68060365	70.6341	67.9073	65.809
LIAO5262	66.30992628	9.583785364	72.2573295	28.20509586	9.722083997	5.910220083	11.67861393	4.706097339	3.068663725	20.77119346	26.98834281	18.58452524	8.489142301	69.7775	68.0186	65.2512
LIAO5263	60.07767397	9.152807524	56.85732947	22.29756799	4.827398077	5.591383447	9.846761548	4.315083589	2.605893549	23.17710167	23.59411284	13.00552646	7.909912955	71.9189	69.5768	65.028
LK11	45.812763	7.389517478	56.08164262	30.22913984	7.555035017	5.27500887	13.37263153	3.242472584	1.889688321	20.37284221	22.82338504	11.34924619	7.900978826	68.7068	64.7909	62.2388
LV28	50.48043821	7.070112582	58.62935311	20.59740515	9.155918047	5.967668126	11.51145475	3.472324942	2.077810817	19.98948267	20.24746553	10.98004829	7.332172629	71.1694	68.6864	64.9165
