OrigColNameFromRNAExpressionValue_RNA_TaxaName,Tissue,TissueWODate,RNA_TaxaName,RNA_TaxaName_WOUnderscoreOrDot,HMP32Name,RawPhenotypeNames,CarotToco_GBSNames,AmesName,AC148152.3_FG005,AC148167.6_FG001,AC199068.2_FG017,AC234171.1_FG003,GRMZM2G000816,GRMZM2G008259,GRMZM2G010152,GRMZM2G010491,GRMZM2G010637,GRMZM2G010831,GRMZM2G013600,GRMZM2G014009,GRMZM2G015080,GRMZM2G015267,GRMZM2G018022,GRMZM2G018823,GRMZM2G018869,GRMZM2G019686,GRMZM2G019783,GRMZM2G020606,GRMZM2G020940,GRMZM2G021661,GRMZM2G024607,GRMZM2G028004,GRMZM2G030823,GRMZM2G031718,GRMZM2G031790,GRMZM2G034043,GRMZM2G034645,GRMZM2G040441,GRMZM2G048210,GRMZM2G049866,GRMZM2G055217,GRMZM2G055699,GRMZM2G058089,GRMZM2G058734,GRMZM2G059991,GRMZM2G063756,GRMZM2G065030,GRMZM2G071319,GRMZM2G073888,GRMZM2G074102,GRMZM2G075257,GRMZM2G077258,GRMZM2G078500,GRMZM2G079281,GRMZM2G082564,GRMZM2G083437,GRMZM2G084086,GRMZM2G085872,GRMZM2G087103,GRMZM2G087817,GRMZM2G088291,GRMZM2G089498,GRMZM2G090374,GRMZM2G091003,GRMZM2G091435,GRMZM2G092648,GRMZM2G095868,GRMZM2G096365,GRMZM2G099989,GRMZM2G101080,GRMZM2G102923,GRMZM2G106056,GRMZM2G106552,GRMZM2G108416,GRMZM2G111208,GRMZM2G111529,GRMZM2G113127,GRMZM2G114617,GRMZM2G115504,GRMZM2G115598,GRMZM2G117513,GRMZM2G118957,GRMZM2G123362,GRMZM2G124416,GRMZM2G126002,GRMZM2G127299,GRMZM2G129907,GRMZM2G130425,GRMZM2G131165,GRMZM2G132882,GRMZM2G133988,GRMZM2G134694,GRMZM2G138881,GRMZM2G139256,GRMZM2G143242,GRMZM2G145213,GRMZM2G146004,GRMZM2G146041,GRMZM2G146948,GRMZM2G150264,GRMZM2G152470,GRMZM2G152616,GRMZM2G153017,GRMZM2G155341,GRMZM2G156218,GRMZM2G159082,GRMZM2G169080,GRMZM2G171423,GRMZM2G172320,GRMZM2G172427,GRMZM2G174481,GRMZM2G178859,GRMZM2G180172,GRMZM2G306597,GRMZM2G308189,GRMZM2G315769,GRMZM2G324860,GRMZM2G327263,GRMZM2G329750,GRMZM2G335377,GRMZM2G335407,GRMZM2G336908,GRMZM2G342033,GRMZM2G358791,GRMZM2G359566,GRMZM2G365770,GRMZM2G375197,GRMZM2G376265,GRMZM2G386281,GRMZM2G399183,GRMZM2G426556,GRMZM2G431114,GRMZM2G442265,GRMZM2G447987,GRMZM2G463227,GRMZM2G473925,GRMZM2G556515,GRMZM5G806649,GRMZM5G816453,GRMZM5G842071,GRMZM5G857930,GRMZM5G882527,GRMZM5G884600,GRMZM6G348677,GRMZM6G443309
10344827_LMAN26_NC232_TGCTAT,LMAN26,LMAN,NC232,NC232,282set_NC232,NC232,NC232:8042MABXX:3:D7,Ames12732,0,56.98802,0,0.68249,3.07121,30.02961,16.72104,195.1925,53.57556,7.16616,46.06816,43.67944,6.48367,4.09495,0,5.11868,1.02374,2.04747,7.5074,14.33232,26.27591,5.11868,29.00588,11.60235,3.41246,1.70623,0.34125,19.10975,8.87239,0.68249,0.68249,32.41833,37.19577,37.87826,0,55.96428,124.21341,27.29965,16.03854,11.60235,5.80118,11.9436,15.35605,44.70318,1.02374,4.43619,21.83972,34.46581,0.34125,3.41246,27.6409,14.33232,1.70623,51.18684,4.77744,0,19.79225,18.08602,5.80118,12.28484,0,0.34125,12.62609,8.18989,2.72996,6.48367,15.35605,4.43619,40.94947,0,0.34125,76.09777,127.28462,16.37979,4.77744,51.52809,10.23737,4.77744,16.72104,8.53114,52.89307,0.34125,1.02374,0.34125,36.17204,9.55488,40.60823,6.14242,2.72996,7.5074,0.34125,0.34125,14.67356,25.93467,10.57861,15.6973,25.25218,0.68249,0,40.60823,0,9.55488,47.77439,27.6409,4.43619,11.9436,4.43619,6.82491,0.68249,4.09495,0.68249,20.81598,0,37.53702,0,0,2.04747,5.11868,2.38872,0,0.34125,48.79812,4.77744,1.70623,0,7.16616,30.71211,1.02374,8.18989,22.52221,0.34125,76.09777,12.62609,0,3.07121,26.27591,1.70623
KAKRNA5_GShoot_NC232_CGAAGG,GShoot,GShoot,NC232,NC232,282set_NC232,NC232,NC232:8042MABXX:3:D7,Ames12732,70.43662,49.17679,3.43593,1.71797,7.73085,120.47239,7.08661,14.38797,47.45882,26.62848,102.00425,12.02576,22.76305,0.85898,0,10.3078,7.5161,11.38153,5.58339,16.10593,700.07128,0.85898,5.79814,20.40085,3.65068,1.28847,7.5161,19.97136,3.43593,7.73085,1.93271,78.59696,4.08017,2.3622,8.16034,5.79814,185.32562,2111.38063,2.57695,7.94559,7.08661,8.37509,13.74373,16.10593,28.77594,1.07373,19.32712,30.92339,4.93915,6.01288,41.66068,6.87187,2.57695,21.04509,5.79814,0.42949,15.03221,10.09305,4.93915,4.08017,0,0.85898,2.7917,3.65068,0,6.87187,3.00644,4.93915,34.14458,0.64424,7.94559,151.82528,48.10306,10.3078,2.7917,10.09305,8.80458,3.00644,4.50966,9.44881,3.00644,0.64424,1.93271,0.42949,19.75661,2.7917,25.55475,44.88187,1.50322,7.94559,3.00644,1.07373,67.85967,10.73729,6.44237,4.50966,16.10593,1.71797,24.69577,6.22763,8.58983,12.88475,105.65493,16.96492,19.11238,1.93271,3.43593,6.22763,5.1539,3.00644,3.43593,26.62848,0.64424,1.50322,0,0.21475,1.28847,47.45882,8.80458,0.21475,2.57695,30.27916,4.08017,1.28847,0,11.59627,18.89763,0.42949,8.58983,26.62848,1.28847,3.65068,12.88475,19.97136,1.50322,32.21187,0.42949
KAKRNA6_10346261_GRoot_NC232_CGAAGG,GRoot,GRoot,NC232,NC232,282set_NC232,NC232,NC232:8042MABXX:3:D7,Ames12732,27.00913,73.56144,5.92883,7.02676,8.78346,10.10097,15.15146,3.2938,36.45134,32.71837,52.26156,38.64721,3.51338,5.48966,0.21959,4.39173,9.88139,0.87835,6.36801,10.97932,890.64244,0.65876,2.63504,10.97932,1.75669,0.65876,0,18.88443,1.5371,3.2938,4.17214,64.33882,6.36801,0.87835,4.17214,5.92883,127.5797,29.64416,1.75669,4.61131,8.78346,13.39477,14.93188,0.87835,107.37775,0.43917,61.92336,25.9112,1.31752,1.31752,34.91424,6.36801,0.65876,10.54015,6.80718,0,32.71837,11.19891,11.63808,34.91424,0.21959,0.65876,13.83394,3.2938,4.8309,8.34428,5.92883,7.46594,34.03589,3.07421,23.71533,126.92094,90.4696,7.24635,2.19586,12.07725,3.2938,1.09793,3.07421,5.48966,2.19586,1.09793,1.97628,1.97628,39.08638,0,13.61436,33.81631,7.90511,6.36801,1.97628,2.19586,18.88443,13.83394,7.24635,7.02676,8.56387,0.21959,21.51947,4.39173,0.21959,13.17518,65.43675,28.10706,19.10402,0,0.43917,13.61436,2.19586,1.31752,1.09793,31.40086,1.5371,0.21959,3.51338,11.41849,2.41545,20.64112,5.27007,0.43917,0.21959,0,4.39173,1.09793,0.43917,9.22263,12.51642,0.43917,6.36801,21.29988,0.87835,5.92883,6.36801,3.2938,2.41545,20.64112,0.87835
KAKRNA27_10346929_L3Tip_NC232_CACTAA,L3Tip,L3Tip,NC232,NC232,282set_NC232,NC232,NC232:8042MABXX:3:D7,Ames12732,16.63111,122.65444,0,2.07889,3.11833,57.16944,24.94666,292.08387,40.53833,5.19722,31.18333,23.90722,77.95833,3.11833,0,7.27611,1.03944,9.355,11.43389,17.67055,34.30166,0,31.18333,5.19722,3.11833,1.03944,1.03944,22.86778,0,9.355,10.39444,28.065,23.90722,35.34111,0,48.85389,84.19499,322.22775,13.51278,6.23667,6.23667,12.47333,13.51278,9.355,10.39444,1.03944,10.39444,15.59167,0,2.07889,31.18333,8.31555,1.03944,30.14389,2.07889,0,20.78889,10.39444,7.27611,71.72166,1.03944,1.03944,31.18333,0,0,2.07889,150.71943,1.03944,45.73555,2.07889,1.03944,42.61722,438.64552,15.59167,1.03944,48.85389,10.39444,5.19722,29.10444,12.47333,98.74721,13.51278,0,0,20.78889,0,22.86778,27.02555,1.03944,11.43389,2.07889,5.19722,11.43389,36.38055,7.27611,8.31555,20.78889,0,0,49.89333,0,14.55222,85.23444,12.47333,4.15778,0,0,11.43389,3.11833,2.07889,0,8.31555,0,15.59167,0,0,2.07889,4.15778,10.39444,0,1.03944,281.68942,0,0,0,5.19722,22.86778,0,41.57777,19.74944,5.19722,110.1811,15.59167,0,6.23667,30.14389,4.15778
KAKRNA26_L3Base_NC232_CACTAA,L3Base,L3Base,NC232,NC232,282set_NC232,NC232,NC232:8042MABXX:3:D7,Ames12732,25.00564,60.51365,14.00316,3.50079,5.50124,54.5123,4.50102,39.50891,42.00948,42.50959,79.51794,9.00203,18.00406,3.00068,0,16.50372,6.00135,24.50553,4.50102,19.00429,571.12884,1.50034,8.50192,15.00338,7.00158,5.50124,81.51839,14.00316,3.00068,7.50169,1.00023,54.5123,1.50034,2.50056,8.50192,4.50102,164.53712,1321.29806,2.00045,9.50214,7.50169,9.50214,13.50305,23.5053,49.51117,0,48.01083,26.50598,0.50011,4.50102,50.01128,10.50237,1.00023,22.00496,6.00135,0,19.00429,9.00203,1.00023,8.00181,0,0,10.00226,0.50011,2.50056,6.00135,6.00135,5.00113,53.01196,0.50011,8.50192,99.52245,62.01399,5.00113,0.50011,12.00271,6.50147,0.50011,8.50192,6.50147,5.00113,0.50011,2.00045,0.50011,19.00429,4.0009,16.00361,14.00316,0,4.0009,3.50079,3.00068,84.51907,13.50305,15.5035,9.50214,18.50417,0,16.50372,7.50169,1.50034,8.00181,96.52177,29.50666,10.00226,1.50034,4.50102,14.00316,12.50282,2.00045,1.50034,17.50395,2.00045,6.50147,0,0.50011,1.00023,45.51027,12.50282,2.00045,1.00023,142.03204,2.00045,0,0,22.00496,22.00496,3.00068,10.50237,26.50598,0,7.00158,6.50147,28.00632,0.50011,15.00338,1.00023
KAKRNA17_Kern_NC232_GAACCT,Kern,Kern,NC232,NC232,282set_NC232,NC232,NC232:8042MABXX:3:D7,Ames12732,1.85842,34.6905,0,0,1.23895,16.72578,6.81421,2.47789,88.58468,13.62841,125.75307,8.05315,1.85842,1.23895,0,16.72578,14.24788,0.61947,0.61947,27.8763,395.84341,1.23895,6.19473,17.96472,6.81421,6.81421,0.61947,30.35419,3.09737,11.76999,1.23895,74.33679,3.09737,7.43368,4.33631,3.71684,213.71827,5.57526,1.23895,3.09737,9.91157,2.47789,13.00894,13.62841,47.07997,2.47789,43.9826,52.65523,0.61947,3.09737,102.83256,20.44262,3.09737,18.5842,4.95579,0,25.3984,8.67263,5.57526,26.63735,0,0,0.61947,3.71684,1.85842,10.53105,9.2921,4.33631,45.22155,1.23895,3.09737,253.98404,52.03575,9.91157,4.33631,22.92051,10.53105,6.19473,1.85842,6.81421,11.76999,0,4.95579,0,56.37207,0,23.53998,16.1063,1.85842,3.71684,15.48683,1.23895,105.31045,53.89417,6.81421,3.71684,6.19473,0.61947,3.71684,0,0,22.92051,8.67263,17.34525,38.40734,1.23895,1.85842,10.53105,1.23895,1.23895,5.57526,3.71684,0,1.85842,0,0.61947,0,10.53105,8.05315,0,1.23895,2.47789,3.71684,0.61947,0.61947,0.61947,19.82314,0.61947,1.23895,47.07997,1.85842,6.19473,13.00894,0.61947,2.47789,18.5842,0
10343264_LMAD26_NC236_GGTGAG,LMAD26,LMAD,NC236,NC236,282set_NC236,NC236,NC236:8042MABXX:4:B5,Ames12734,0,46.32975,0.57197,1.14394,5.71972,39.46609,13.15536,126.40587,34.89031,16.01522,69.20865,19.44706,26.8827,6.86367,4.57578,8.00761,2.28789,2.85986,12.58339,13.72733,50.90553,0,38.89411,9.15156,4.57578,1.14394,0,16.01522,1.14394,9.15156,7.43564,28.02664,17.15917,52.04948,1.71592,21.73495,94.37543,80.07612,9.72353,9.15156,6.2917,10.86747,17.15917,4.00381,24.59481,16.5872,27.45467,13.15536,0,1.14394,0.57197,13.72733,3.43183,32.03045,5.71972,0,22.87889,18.87509,10.2955,29.74256,2.28789,0.57197,25.16678,5.71972,16.5872,16.01522,74.92837,2.85986,32.03045,0.57197,16.01522,81.22006,122.97404,17.73114,1.71592,12.01142,5.14775,2.28789,23.45086,21.16297,102.38304,2.85986,1.71592,0.57197,24.02284,6.2917,36.60623,18.87509,25.16678,8.00761,4.57578,0,4.57578,24.02284,10.2955,8.57958,49.76159,1.14394,0.57197,89.22768,0,13.15536,89.79965,21.16297,32.03045,5.14775,4.00381,9.72353,1.71592,2.85986,4.00381,8.00761,0.57197,9.72353,0,0,7.43564,2.85986,18.30311,0.57197,0,27.45467,6.2917,1.14394,0.57197,13.15536,17.73114,0,10.2955,7.43564,2.85986,12.01142,16.5872,0,7.43564,30.8865,1.14394
10344827_LMAN26_NC236_TGCACG,LMAN26,LMAN,NC236,NC236,282set_NC236,NC236,NC236:8042MABXX:4:B5,Ames12734,0,28.1977,0,1.64258,2.73764,26.82888,16.97337,154.40294,43.52849,12.59315,63.2395,17.79466,5.74905,7.39163,7.11787,3.8327,10.12927,1.09506,8.21292,9.03421,178.76794,1.09506,39.69579,12.04562,5.20152,0.54753,0,10.95056,6.29657,8.76045,2.46388,25.18629,38.05321,44.07602,0.27376,15.60455,114.98091,9.03421,20.80607,7.93916,3.8327,12.04562,17.79466,4.65399,28.1977,17.79466,46.53989,9.58174,0,3.0114,0.82129,13.6882,3.8327,15.33079,2.46388,0,27.10264,17.79466,8.76045,9.30798,4.92775,0.82129,24.91253,6.57034,41.33838,18.34219,15.05702,2.46388,52.5627,1.64258,24.63877,77.47523,81.85546,19.98478,7.11787,17.24714,5.74905,1.64258,12.31938,18.34219,4.10646,3.28517,1.91635,0.27376,19.16349,12.59315,19.71101,8.48669,14.23573,7.11787,2.46388,2.73764,5.20152,25.18629,5.20152,14.5095,25.73382,0.82129,1.36882,38.8745,0,12.31938,97.46001,26.55512,22.72242,12.86691,1.91635,28.1977,3.0114,0.54753,1.64258,6.02281,1.09506,29.01899,0,2.19011,3.55893,1.09506,19.43725,0,0.82129,19.43725,4.65399,2.46388,3.0114,8.76045,19.43725,0,13.14068,8.21292,1.09506,46.81366,20.80607,0,7.11787,24.91253,1.91635
KAKRNA5_GShoot_NC236_AATAGC,GShoot,GShoot,NC236,NC236,282set_NC236,NC236,NC236:8042MABXX:4:B5,Ames12734,290.60117,25.58554,2.84284,0.94761,12.9507,72.33442,4.10632,3.79045,49.27585,25.26967,135.50859,11.05548,24.32205,6.31742,9.16025,9.47612,12.31896,9.47612,5.68567,20.84747,817.78959,0.94761,9.16025,12.9507,6.94916,1.89522,3.47458,19.89986,4.10632,3.15871,0.63174,72.65029,10.10787,1.57935,6.31742,2.84284,215.42391,1358.56045,5.68567,7.5809,9.792,12.00309,23.05857,1.89522,39.79972,2.2111,15.47767,30.00773,0.31587,6.94916,7.26503,3.47458,3.47458,13.89832,3.15871,0,15.79354,10.10787,2.52697,3.79045,0.94761,0.31587,3.79045,8.21264,8.84438,13.58245,5.3698,4.42219,35.37753,2.2111,13.26657,183.83682,53.38217,5.68567,3.15871,7.89677,6.94916,2.2111,10.73961,15.79354,0.31587,1.26348,1.26348,0.63174,17.3729,1.57935,23.69031,30.3236,8.52851,11.05548,2.52697,1.57935,68.54397,12.31896,13.58245,4.73806,15.1618,0.94761,26.53315,37.27276,12.31896,11.05548,180.99399,20.84747,33.16644,2.52697,1.89522,2.84284,6.63329,1.26348,2.84284,10.73961,1.26348,2.84284,0.31587,1.26348,0.94761,22.7427,9.792,0.63174,2.2111,11.05548,0.63174,1.57935,1.89522,11.68722,20.5316,0.31587,6.00155,9.792,0.94761,0.63174,12.31896,19.58399,0.94761,24.63792,0.63174
KAKRNA6_10346261_GRoot_NC236_AATAGC,GRoot,GRoot,NC236,NC236,282set_NC236,NC236,NC236:8042MABXX:4:B5,Ames12734,33.95181,66.62241,6.406,10.8902,21.1398,19.218,17.9368,5.7654,37.79541,39.07661,57.01341,57.65401,3.8436,4.4842,2.5624,9.609,15.3744,0,14.7338,15.3744,1937.81535,1.2812,2.5624,14.0932,2.5624,1.9218,0.6406,24.3428,0,1.9218,3.203,56.37281,7.6872,7.0466,5.1248,1.2812,188.97703,165.91543,7.0466,9.609,7.0466,15.3744,19.218,0.6406,384.36007,1.2812,62.77881,10.8902,4.4842,0.6406,51.24801,7.6872,1.9218,11.5308,6.406,0,28.82701,12.1714,12.812,15.3744,1.9218,1.2812,18.5774,3.203,18.5774,19.8586,7.6872,8.9684,29.46761,5.1248,70.46601,129.40122,87.76222,10.8902,3.8436,5.7654,1.2812,1.9218,4.4842,2.5624,3.203,1.9218,0.6406,1.2812,25.624,0,12.812,46.76381,14.7338,5.1248,6.406,2.5624,21.1398,25.624,11.5308,8.9684,7.6872,0,18.5774,16.015,0.6406,8.3278,140.29143,28.18641,16.6556,0,1.9218,12.812,1.9218,3.8436,3.8436,27.5458,4.4842,0,2.5624,7.6872,1.2812,19.218,3.8436,0.6406,0,0,3.8436,2.5624,4.4842,8.9684,12.1714,0.6406,10.2496,11.5308,1.9218,7.6872,5.7654,0,3.203,21.1398,1.2812
KAKRNA27_10346929_L3Tip_NC236_GCCACA,L3Tip,L3Tip,NC236,NC236,282set_NC236,NC236,NC236:8042MABXX:4:B5,Ames12734,3.01939,73.673,1.20775,1.20775,7.24652,86.35442,10.26591,298.31526,57.9722,9.66203,43.47915,22.34345,33.81711,14.49305,0.60388,12.07754,1.20775,25.96671,8.45428,19.32407,82.73116,0,62.80321,6.64265,6.03877,1.20775,0,15.7008,0,3.01939,4.22714,15.7008,14.49305,56.16057,0,20.53182,70.04974,748.20367,18.11631,15.09693,4.83102,8.45428,18.11631,4.22714,13.2853,5.43489,27.17447,5.43489,0,0,6.03877,6.03877,2.41551,31.40161,2.41551,0,14.49305,22.94733,14.49305,38.04425,9.05816,1.81163,25.96671,1.81163,15.09693,18.11631,125.60643,1.20775,34.42099,0,8.45428,62.19934,277.78344,18.11631,3.01939,14.49305,12.68142,3.62326,24.15508,16.30468,60.99158,2.41551,0,1.20775,10.86979,4.83102,33.21324,49.51792,3.01939,15.7008,3.01939,1.81163,5.43489,43.47915,18.11631,12.68142,12.07754,0,1.81163,60.38771,0,12.07754,115.94439,17.51243,42.27139,0.60388,0,18.72019,1.20775,1.20775,1.81163,7.24652,0,20.53182,0,0,3.62326,3.01939,17.51243,0,0,164.25456,4.83102,1.20775,2.41551,5.43489,27.77834,0,59.17995,6.64265,3.01939,68.84198,11.47366,2.41551,10.86979,9.05816,1.81163
KAKRNA26_L3Base_NC236_GCCACA,L3Base,L3Base,NC236,NC236,282set_NC236,NC236,NC236:8042MABXX:4:B5,Ames12734,2.78944,43.70117,18.59624,1.85962,4.64906,94.60839,1.85962,18.8287,47.18797,49.97741,134.35787,14.877,36.03022,4.18415,3.25434,11.3902,15.57435,31.61362,2.09208,21.61813,771.27924,0.46491,3.9517,8.60076,4.64906,1.39472,16.50417,11.15775,0.92981,8.83322,0.92981,53.4642,6.50869,2.55698,8.13586,1.85962,188.75188,1270.5884,3.4868,6.27623,7.67095,8.13586,10.69284,4.41661,52.06948,1.62717,32.31097,26.03474,1.39472,4.64906,25.56984,8.36831,0.69736,21.15323,4.64906,1.16227,11.85511,10.69284,1.16227,2.09208,0.69736,0.46491,1.85962,4.41661,8.83322,11.3902,3.71925,4.88151,44.16608,0.92981,4.41661,153.41902,71.36309,4.18415,1.62717,3.02189,3.71925,0.92981,6.74114,11.62265,0,0.23245,1.85962,3.71925,20.22342,0,16.96907,7.4385,5.11397,7.67095,0.23245,2.09208,68.57365,6.97359,7.20604,9.06567,11.62265,0.23245,27.66191,19.52606,5.34642,11.3902,133.66051,14.877,34.86796,1.16227,4.64906,5.11397,2.78944,1.16227,2.09208,14.877,7.20604,4.18415,0,0,0.92981,38.81966,16.96907,2.32453,0.92981,28.12682,4.64906,0.46491,2.78944,10.69284,25.80229,3.25434,19.06115,8.83322,2.78944,1.39472,7.4385,19.52606,2.32453,23.01285,0
KAKRNA17_Kern_NC236_GCGAAT,Kern,Kern,NC236,NC236,282set_NC236,NC236,NC236:8042MABXX:4:B5,Ames12734,1.61561,24.55732,0,0.64625,2.9081,24.55732,4.84684,4.20059,79.16505,20.35673,128.92594,8.72431,0.64625,4.84684,5.81621,22.29546,10.0168,10.0168,2.58498,35.22037,507.62568,0.32312,4.52372,12.60178,5.81621,2.58498,0.96937,24.88044,1.61561,10.33992,0.32312,117.61664,3.55435,5.49308,6.78558,6.46245,206.47537,19.38736,3.55435,4.84684,7.43182,2.26186,18.41799,1.61561,41.3597,1.29249,38.12847,29.08104,0,1.61561,20.35673,11.95554,2.26186,21.00297,4.52372,0.32312,31.3429,8.72431,6.46245,16.47925,0.64625,0,0.32312,3.23123,14.54052,18.74111,11.95554,9.37056,27.1423,1.93874,4.84684,201.62853,49.11464,7.75494,3.55435,3.23123,10.66305,1.61561,2.9081,11.95554,10.33992,1.93874,4.20059,0.96937,40.71345,0.64625,21.00297,23.91108,7.43182,7.43182,10.0168,2.26186,190.31924,38.45159,10.66305,7.43182,0.64625,0.64625,13.24803,21.97234,1.29249,21.32609,5.81621,11.95554,55.90022,0.64625,2.58498,7.43182,1.93874,0.32312,4.84684,2.58498,0.96937,0,0,0.96937,0,9.04743,11.95554,0,0.64625,0,7.43182,0.64625,1.93874,3.55435,14.86364,0.32312,9.37056,21.32609,0,2.26186,14.86364,0.96937,1.29249,14.86364,0
10343264_LMAD26_NC238_TGGCGA,LMAD26,LMAD,NC238,NC238,282set_NC238,NC238,NC238:8042MABXX:4:F1,Ames12735,0,49.75803,0,1.12236,10.84949,55.74396,15.71306,68.46405,47.13918,10.47537,70.33466,14.5907,23.56959,3.36708,0,14.5907,1.12236,4.11533,12.34598,14.5907,90.53716,0.74824,46.76506,7.85653,0,0.74824,0,11.22362,0.74824,11.97186,7.85653,47.5133,19.45427,8.23065,0.74824,15.33894,122.33741,150.39644,49.75803,6.36005,9.35301,13.46834,16.08718,23.19547,7.10829,2.24472,29.1814,16.4613,0,2.61884,31.052,10.10125,3.36708,22.44723,1.8706,0,12.34598,20.95075,8.23065,37.03793,6.36005,0,5.61181,5.61181,36.28969,8.23065,63.60049,1.49648,111.48791,0.74824,10.84949,109.99143,73.32762,16.4613,2.61884,25.06607,7.10829,2.99296,23.56959,28.43316,249.53838,0.74824,0,0,28.05904,8.23065,30.67788,5.98593,25.06607,17.58366,0.74824,1.8706,22.07311,8.60477,18.70603,10.84949,111.48791,0.37412,1.12236,55.74396,0.37412,12.34598,79.68767,14.21658,16.08718,4.11533,3.74121,14.5907,2.61884,1.12236,0.37412,11.97186,0,27.3108,0.37412,0,2.99296,1.49648,4.48945,0,0,11.97186,2.24472,0.74824,10.84949,28.43316,19.08015,0.74824,2.99296,16.4613,3.74121,44.14622,12.34598,0,3.74121,25.44019,1.49648
10344827_LMAN26_NC238_GTCAGG,LMAN26,LMAN,NC238,NC238,282set_NC238,NC238,NC238:8042MABXX:4:F1,Ames12735,0,43.48766,0,2.15285,4.30571,49.51566,11.62541,88.69761,55.11308,4.73628,58.12707,17.22284,21.09798,2.15285,0,11.19484,2.15285,1.72228,16.79227,12.05599,82.66962,2.15285,59.41879,21.52855,0,0,0,14.20884,10.3337,12.48656,3.014,30.57054,32.72339,18.08398,0.86114,44.34881,102.04531,53.82137,50.3768,6.02799,5.59742,9.04199,12.91713,55.54365,6.45856,0.43057,18.94512,18.51455,0,3.014,25.83426,12.48656,2.15285,23.25083,1.29171,0,15.93112,12.91713,5.16685,9.90313,6.02799,0,4.30571,6.88913,44.77938,11.19484,27.55654,2.58343,126.15728,1.29171,8.18085,115.39301,43.48766,12.48656,2.58343,28.41768,9.90313,3.014,17.22284,13.3477,73.62763,0.86114,0,0.43057,13.77827,13.3477,30.57054,1.72228,29.70939,13.3477,1.29171,0.86114,77.50277,14.63941,17.65341,11.19484,158.88067,0,0.86114,63.29393,0,8.61142,78.36391,14.20884,9.47256,18.94512,2.15285,10.76427,5.59742,3.44457,0.43057,13.3477,0,79.22505,0,0,3.44457,2.58343,5.59742,0,0.86114,16.3617,3.87514,3.44457,8.18085,10.76427,21.09798,0,4.30571,21.09798,2.15285,149.83868,19.80626,0,5.59742,25.40368,0
KAKRNA3_GShoot_NC238_CGGTTA,GShoot,GShoot,NC238,NC238,282set_NC238,NC238,NC238:8042MABXX:4:F1,Ames12735,61.6302,29.14296,1.91101,0,21.49891,93.16193,3.34427,3.34427,68.31875,21.02115,139.50402,10.98833,24.84318,3.82203,0,10.03282,8.59956,13.3771,4.77754,19.11014,1232.60404,2.38877,5.73304,20.06565,0,0,8.59956,17.19913,0.95551,4.77754,1.43326,56.37491,6.68855,0.95551,10.51058,3.82203,182.02408,2135.55815,7.1663,6.2108,10.98833,12.42159,17.67688,14.81036,16.72137,0,14.81036,30.09847,12.89934,11.46608,22.45441,5.25529,0.47775,9.07732,1.91101,0.95551,11.46608,14.81036,5.25529,7.64406,0.95551,0,2.86652,5.25529,9.55507,13.85485,3.82203,5.73304,48.2531,1.91101,27.23195,209.73379,57.80817,8.59956,2.38877,9.07732,6.68855,1.91101,10.98833,17.19913,0.95551,0,0,1.43326,14.33261,0.47775,18.15463,36.30927,8.59956,14.33261,1.43326,1.43326,96.02845,5.25529,13.85485,6.2108,27.7097,0.95551,19.11014,17.67688,11.46608,14.81036,100.32824,11.46608,30.57622,2.86652,1.43326,8.12181,7.1663,3.34427,1.43326,22.93217,2.38877,0.95551,0,0.95551,1.91101,34.87601,1.91101,0,2.38877,3.34427,3.34427,3.82203,4.29978,14.81036,16.24362,3.34427,5.25529,26.7542,3.82203,0.95551,8.12181,35.35376,1.43326,26.27644,1.43326
KAKRNA4_10346258_GRoot_NC238_CGGTTA,GRoot,GRoot,NC238,NC238,282set_NC238,NC238,NC238:8042MABXX:4:F1,Ames12735,26.13606,39.38814,4.78548,5.5217,21.7187,13.98831,14.35643,3.68113,30.18531,12.51586,69.57345,23.55926,3.31302,6.99416,0,11.77963,14.35643,0.36811,11.41152,14.35643,1733.07833,1.10434,0.73623,15.82888,0,0.36811,0.36811,15.82888,3.31302,0.36811,2.20868,71.78213,4.04925,0.36811,5.15359,3.31302,149.82219,31.65776,4.04925,5.5217,6.62604,4.41736,14.35643,0.73623,152.03087,0,53.74457,20.61436,0.73623,5.5217,23.92738,6.62604,0,8.0985,7.36227,0,27.97663,7.73038,4.41736,29.81719,4.04925,0,11.41152,4.78548,11.0434,11.41152,4.41736,5.15359,34.60267,2.57679,60.0025,160.8656,62.21118,5.5217,4.04925,6.25793,3.68113,2.57679,5.5217,2.94491,5.88982,1.10434,0,0.73623,30.55342,0.36811,17.30133,63.31552,15.82888,3.68113,5.88982,2.20868,36.81135,11.41152,8.0985,6.25793,11.0434,0,16.19699,4.04925,0,8.46661,93.86894,22.08681,17.30133,0.36811,0.73623,13.6202,0,1.84057,1.10434,37.54758,2.94491,0.36811,6.25793,17.30133,4.41736,18.03756,2.94491,0,0.73623,0,3.68113,1.10434,0.73623,4.04925,8.0985,0.73623,5.5217,19.1419,0.73623,3.68113,4.04925,4.78548,9.20284,17.30133,0.36811
