OrigColNameFromRNAExpressionValue_RNA_TaxaName,Tissue,TissueWODate,RNA_TaxaName,RNA_TaxaName_WOUnderscoreOrDot,HMP32Name,RawPhenotypeNames,CarotToco_GBSNames,AmesName,AC148152.3_FG005,AC148167.6_FG001,AC199068.2_FG017,AC234171.1_FG003,GRMZM2G000816,GRMZM2G008259,GRMZM2G010152,GRMZM2G010491,GRMZM2G010637,GRMZM2G010831,GRMZM2G013600,GRMZM2G014009,GRMZM2G015080,GRMZM2G015267,GRMZM2G018022,GRMZM2G018823,GRMZM2G018869,GRMZM2G019686,GRMZM2G019783,GRMZM2G020606,GRMZM2G020940,GRMZM2G021661,GRMZM2G024607,GRMZM2G028004,GRMZM2G030823,GRMZM2G031718,GRMZM2G031790,GRMZM2G034043,GRMZM2G034645,GRMZM2G040441,GRMZM2G048210,GRMZM2G049866,GRMZM2G055217,GRMZM2G055699,GRMZM2G058089,GRMZM2G058734,GRMZM2G059991,GRMZM2G063756,GRMZM2G065030,GRMZM2G071319,GRMZM2G073888,GRMZM2G074102,GRMZM2G075257,GRMZM2G077258,GRMZM2G078500,GRMZM2G079281,GRMZM2G082564,GRMZM2G083437,GRMZM2G084086,GRMZM2G085872,GRMZM2G087103,GRMZM2G087817,GRMZM2G088291,GRMZM2G089498,GRMZM2G090374,GRMZM2G091003,GRMZM2G091435,GRMZM2G092648,GRMZM2G095868,GRMZM2G096365,GRMZM2G099989,GRMZM2G101080,GRMZM2G102923,GRMZM2G106056,GRMZM2G106552,GRMZM2G108416,GRMZM2G111208,GRMZM2G111529,GRMZM2G113127,GRMZM2G114617,GRMZM2G115504,GRMZM2G115598,GRMZM2G117513,GRMZM2G118957,GRMZM2G123362,GRMZM2G124416,GRMZM2G126002,GRMZM2G127299,GRMZM2G129907,GRMZM2G130425,GRMZM2G131165,GRMZM2G132882,GRMZM2G133988,GRMZM2G134694,GRMZM2G138881,GRMZM2G139256,GRMZM2G143242,GRMZM2G145213,GRMZM2G146004,GRMZM2G146041,GRMZM2G146948,GRMZM2G150264,GRMZM2G152470,GRMZM2G152616,GRMZM2G153017,GRMZM2G155341,GRMZM2G156218,GRMZM2G159082,GRMZM2G169080,GRMZM2G171423,GRMZM2G172320,GRMZM2G172427,GRMZM2G174481,GRMZM2G178859,GRMZM2G180172,GRMZM2G306597,GRMZM2G308189,GRMZM2G315769,GRMZM2G324860,GRMZM2G327263,GRMZM2G329750,GRMZM2G335377,GRMZM2G335407,GRMZM2G336908,GRMZM2G342033,GRMZM2G358791,GRMZM2G359566,GRMZM2G365770,GRMZM2G375197,GRMZM2G376265,GRMZM2G386281,GRMZM2G399183,GRMZM2G426556,GRMZM2G431114,GRMZM2G442265,GRMZM2G447987,GRMZM2G463227,GRMZM2G473925,GRMZM2G556515,GRMZM5G806649,GRMZM5G816453,GRMZM5G842071,GRMZM5G857930,GRMZM5G882527,GRMZM5G884600,GRMZM6G348677,GRMZM6G443309
10343264_LMAN26_CI64_ATATCC,LMAN26,LMAN,CI64,CI64,282set_CI64,CI64,CI64:8042MABXX:4:B1,Ames19314,0,72.77596,0,2.13003,8.16511,46.15061,19.17025,79.52105,65.32086,7.4551,59.99579,82.71609,17.75023,1.06501,0,6.03508,3.55005,15.2652,11.71515,18.10524,39.05051,0.71001,48.99065,11.00515,3.19504,3.19504,0,18.81525,7.4551,25.91534,2.84004,19.88026,20.23527,57.86576,0,6.74509,128.15669,25.20533,14.20019,5.32507,3.19504,15.97521,15.97521,15.97521,2.13003,1.06501,18.10524,33.01544,0,2.84004,10.65014,10.29514,2.48503,9.94013,1.42002,0,28.04537,20.59027,5.32507,12.42516,0.355,0,3.55005,6.03508,20.59027,18.46024,24.49532,4.97007,38.34051,1.06501,7.8101,87.33115,47.21562,11.00515,2.48503,46.86062,5.68007,4.61506,16.68522,10.65014,86.62114,0,0,2.84004,22.7203,8.87512,25.56034,13.84518,34.79046,14.55519,3.55005,1.42002,23.0753,17.75023,26.98036,14.20019,99.75631,0,1.42002,89.10617,0,12.07016,134.19177,33.72544,8.52011,8.16511,1.42002,6.39008,4.26006,1.42002,5.68007,21.65529,0,22.7203,27.33536,0,1.06501,5.68007,22.01029,0,1.77502,25.20533,4.26006,0,3.19504,14.9102,28.75538,0.71001,4.61506,18.81525,0,28.75538,10.29514,0,25.56034,16.33022,0.71001
10343927_LMAD26_CI64_TTCGAG,LMAD26,LMAD,CI64,CI64,282set_CI64,CI64,CI64:8042MABXX:4:B1,Ames19314,0,72.35216,0,1.62589,28.4531,51.62204,17.8848,61.37739,47.55732,10.56829,58.53208,38.20844,30.89193,0.81295,0,5.28415,1.21942,17.07186,4.87767,14.22655,60.15797,0.81295,54.87383,8.9424,2.03236,2.03236,0,19.51069,2.84531,7.31651,4.4712,51.21557,16.66538,81.29456,0.40647,1.21942,130.07129,190.63574,19.51069,4.06473,1.21942,16.25891,18.29128,22.356,4.4712,6.50356,10.97477,26.42073,0,4.06473,10.16182,11.38124,3.25178,15.85244,1.62589,0,12.60066,18.29128,6.09709,15.44597,4.06473,0,4.4712,7.72298,10.16182,13.82007,79.26219,0.40647,39.83433,1.21942,10.97477,112.18649,98.77289,11.38124,4.87767,21.54306,7.72298,3.25178,16.25891,10.56829,171.12504,0,0.40647,0.81295,33.73724,6.91004,28.04662,29.26604,28.4531,14.22655,3.25178,1.21942,9.34887,9.34887,9.75535,10.97477,112.59296,0.81295,0.40647,95.11463,0,14.22655,163.80853,16.66538,9.34887,6.09709,2.84531,4.4712,5.28415,0.81295,3.65826,13.82007,0,6.09709,30.48546,0,2.43884,3.65826,28.85957,0,2.84531,33.73724,2.03236,0.81295,2.43884,13.00713,31.2984,2.03236,2.03236,22.76248,2.03236,9.75535,9.34887,0,26.01426,23.57542,0.40647
KAKRNA5_GShoot_CI64_TGCACG,GShoot,GShoot,CI64,CI64,282set_CI64,CI64,CI64:8042MABXX:4:B1,Ames19314,300.08568,46.6128,3.02353,0.50392,33.0069,97.50895,3.77942,9.0706,45.60496,6.29903,111.36681,16.12551,25.95199,3.52746,0,11.08629,16.12551,9.57452,3.02353,19.65297,1657.40014,1.00784,10.83433,17.38532,6.29903,3.27549,12.59806,16.12551,3.52746,3.77942,3.52746,56.69125,5.79511,1.25981,8.06276,1.25981,199.30123,1975.62702,2.26765,4.78726,12.09413,15.87355,19.14904,7.55883,28.97553,1.00784,13.85786,42.58143,0,4.78726,24.18827,5.54314,1.25981,10.33041,4.28334,2.01569,12.34609,13.6059,3.27549,8.56668,0.50392,1.00784,1.76373,3.02353,6.04707,16.62943,2.51961,4.03138,30.73925,3.52746,27.96768,125.98055,51.1481,7.55883,2.51961,17.63728,7.05491,1.25981,6.55099,15.11767,8.06276,0,0.50392,1.00784,18.1412,2.51961,21.16473,59.96674,5.54314,9.0706,2.51961,2.01569,59.96674,10.33041,18.1412,4.5353,31.99906,0,25.95199,25.19611,18.39316,14.36178,176.37277,15.62159,19.40101,2.01569,2.51961,5.79511,6.29903,4.03138,3.27549,28.72357,3.27549,0.75588,32.25102,1.25981,0.75588,33.0069,11.59021,0.50392,1.51177,35.27455,3.52746,1.51177,4.28334,28.4716,23.43238,2.26765,2.01569,30.48729,0.75588,1.76373,8.31472,17.63728,6.55099,24.94415,0.75588
KAKRNA6_10346261_GRoot_CI64_TGCACG,GRoot,GRoot,CI64,CI64,282set_CI64,CI64,CI64:8042MABXX:4:B1,Ames19314,8.04959,82.50826,4.02479,7.04339,26.16116,17.10537,11.06818,7.04339,24.14876,5.03099,48.29752,112.69421,3.01859,1.0062,0,15.09297,14.08678,1.0062,6.03719,9.05578,1324.15693,0,1.0062,7.04339,4.02479,5.03099,0,34.21074,1.0062,9.05578,3.01859,41.25413,7.04339,2.0124,3.01859,0,249.53717,14.08678,3.01859,0,5.03099,21.13016,23.14256,1.0062,123.76239,3.01859,30.18595,31.19215,0,0,44.27272,14.08678,1.0062,3.01859,4.02479,1.0062,32.19834,13.08058,5.03099,30.18595,0,0,8.04959,2.0124,9.05578,25.15496,5.03099,14.08678,15.09297,9.05578,24.14876,115.7128,68.42148,10.06198,1.0062,16.09917,5.03099,3.01859,5.03099,8.04959,0,0,2.0124,0,47.29132,1.0062,19.11777,54.33471,18.11157,11.06818,3.01859,8.04959,20.12397,12.07438,24.14876,8.04959,7.04339,0,20.12397,25.15496,0,5.03099,148.91734,28.17355,15.09297,0,1.0062,7.04339,5.03099,7.04339,3.01859,24.14876,4.02479,0,10.06198,20.12397,2.0124,14.08678,4.02479,0,0,0,3.01859,1.0062,3.01859,29.17975,17.10537,0,2.0124,15.09297,1.0062,9.05578,6.03719,1.0062,22.13636,23.14256,0
KAKRNA23_10346932_L3Base_CI64_TATGTC,L3Base,L3Base,CI64,CI64,282set_CI64,CI64,CI64:8042MABXX:4:B1,Ames19314,38.02966,99.98809,20.51038,2.1365,14.52818,40.16616,11.10979,44.01185,27.34717,11.96439,59.39464,41.02076,17.94658,0.8546,0,18.37388,6.83679,29.91097,5.12759,18.80118,288.42719,1.2819,20.51038,8.11869,4.70029,2.5638,51.70324,11.96439,0.4273,7.69139,3.8457,38.02966,8.97329,0.8546,11.10979,2.5638,126.48066,582.83658,1.2819,2.5638,6.83679,12.81899,12.81899,7.26409,111.09788,1.2819,35.89316,14.95548,0,7.69139,16.66468,13.67359,1.2819,14.95548,4.70029,0,21.36498,6.83679,3.8457,24.78337,0.4273,2.1365,9.82789,0,16.66468,16.66468,9.82789,1.2819,37.60236,0,21.79228,74.35012,97.4243,11.53709,1.7092,12.81899,3.8457,2.9911,14.10088,2.1365,20.08308,0,0,2.5638,16.66468,4.273,20.51038,28.20177,2.5638,6.40949,0.4273,5.55489,73.49552,14.95548,13.24629,7.26409,37.60236,0,20.08308,37.60236,10.68249,15.81008,104.68839,23.92877,6.83679,3.4184,0.4273,9.82789,9.40059,1.2819,0.8546,8.97329,8.54599,3.4184,12.81899,2.1365,2.1365,38.88426,32.90206,0.8546,0.4273,115.37088,2.9911,0,0.8546,18.80118,30.76557,4.273,5.98219,20.51038,0.8546,7.26409,2.1365,20.93768,5.12759,14.52818,2.1365
KAKRNA24_L3Tip_CI64_TATGTC,L3Tip,L3Tip,CI64,CI64,282set_CI64,CI64,CI64:8042MABXX:4:B1,Ames19314,0,116.8497,0,0,3.62325,57.97195,13.58717,148.55311,48.91383,0.90581,34.42084,28.08016,36.23247,1.81162,0,17.21042,4.52906,29.89178,6.34068,7.24649,17.21042,0,61.59519,3.62325,2.71743,12.68136,0,28.98597,0,5.43487,2.71743,16.30461,15.3988,50.72545,1.81162,3.62325,84.24048,554.35674,9.96393,3.62325,9.05812,10.86974,26.26854,8.1523,9.96393,7.24649,9.96393,8.1523,0,0,5.43487,11.77555,2.71743,14.49299,2.71743,0,28.08016,26.26854,8.1523,38.9499,0,0,19.92786,0,5.43487,28.08016,155.79961,0,34.42084,0.90581,6.34068,49.81964,301.63528,6.34068,0,19.02204,13.58717,4.52906,19.92786,19.92786,773.56316,0,0,4.52906,9.05812,5.43487,21.73948,57.97195,13.58717,14.49299,0.90581,0,4.52906,16.30461,14.49299,2.71743,123.19039,0,0.90581,64.31263,0,13.58717,210.14831,25.36273,5.43487,0.90581,0,9.96393,4.52906,0,1.81162,13.58717,0,10.86974,21.73948,0,0.90581,6.34068,31.70341,0.90581,0,163.0461,2.71743,0,2.71743,21.73948,32.60922,0,7.24649,21.73948,2.71743,46.19639,9.05812,0,53.44289,19.02204,0
10343264_LMAD26_CI66_CAGATG,LMAD26,LMAD,CI66,CI66,282set_CI66,CI66,CI66:8042MABXX:2:G8,PI587148,0,73.65675,3.25555,0.40694,8.95275,45.9846,8.54581,46.79849,39.88045,6.91804,66.33177,30.11381,28.48604,6.10415,4.06943,5.29026,1.22083,9.76664,11.80136,17.49856,146.90655,1.22083,32.96241,9.76664,12.2083,6.10415,0.40694,52.08875,1.22083,6.91804,13.83607,29.29992,15.0569,26.45132,0.81389,6.51109,106.21222,252.30488,9.76664,19.53328,2.44166,12.2083,15.0569,24.4166,8.95275,17.09162,29.29992,39.47351,0,13.42913,12.61524,10.58053,0,7.32498,4.88332,0,14.24302,18.71939,6.91804,23.60272,8.13887,0,5.29026,9.3597,1.22083,8.54581,85.05116,0.40694,28.07909,0.81389,32.96241,106.61916,185.56617,17.09162,3.25555,15.87079,3.25555,3.66249,20.34717,8.95275,110.28165,0,0,0.40694,23.19577,0,20.75411,8.54581,4.88332,19.53328,4.47638,1.22083,12.2083,19.53328,4.06943,12.2083,34.59019,1.62777,1.22083,17.90551,0,14.64996,120.45524,23.19577,23.19577,4.47638,3.25555,7.32498,1.62777,0.40694,0.81389,11.39441,0,13.42913,0.40694,0,3.66249,1.62777,6.91804,0,0,5.69721,2.8486,0.40694,4.06943,9.76664,29.29992,0.40694,4.47638,25.63743,0.40694,9.3597,14.24302,0,6.10415,18.71939,0.40694
10344827_LMAN26_CI66_GTGTAG,LMAN26,LMAN,CI66,CI66,282set_CI66,CI66,CI66:8042MABXX:2:G8,PI587148,0,53.17586,4.55109,1.43719,9.34171,54.37351,11.97655,58.44554,51.02008,10.0603,53.41539,40.72025,14.37185,7.18593,5.03015,1.91625,1.19765,4.55109,11.97655,17.24622,152.82072,3.35343,28.26465,14.13232,3.59296,1.67672,0,53.17586,4.07203,5.50921,6.46733,16.04857,29.70183,17.24622,0.23953,19.64153,101.08204,14.85092,15.32998,13.65326,5.03015,13.1742,11.01842,30.89949,1.91625,9.34171,24.19262,25.62981,0,8.86264,29.70183,6.9464,0.71859,9.82077,2.15578,0,28.02512,22.03684,5.03015,17.24622,10.53936,0,2.15578,7.66499,0.71859,17.48576,22.5159,3.83249,41.67838,0.71859,9.58124,58.20601,175.33662,12.69514,3.59296,42.6365,8.14405,3.35343,21.55778,18.44388,17.00669,0.23953,0,1.43719,24.19262,0.95812,32.09714,5.74874,4.07203,9.34171,5.03015,4.55109,16.04857,23.71356,15.09045,13.41373,33.53433,2.87437,0.47906,42.6365,0,10.53936,95.81236,17.48576,4.31156,8.62311,2.15578,9.34171,4.07203,1.19765,1.43719,10.29983,0.23953,61.79897,0.23953,0,4.07203,2.15578,7.42546,0,0.71859,8.86264,3.83249,0.71859,11.49748,7.90452,33.05526,0.23953,4.55109,18.44388,0.95812,80.72191,16.76716,0,11.49748,23.95309,1.67672
KAKRNA14_GShoot_CI66_TGGCGA,GShoot,GShoot,CI66,CI66,282set_CI66,CI66,CI66:8042MABXX:2:G8,PI587148,13.26716,68.10474,4.86462,0.88448,8.84477,83.14085,1.32672,4.86462,42.01266,32.72565,116.75098,17.2473,11.4982,7.51806,4.42239,10.61373,5.7491,18.13178,8.40253,16.36283,422.33783,0.88448,7.07582,16.36283,5.30686,1.76895,10.61373,39.35923,2.21119,4.86462,2.65343,44.22386,4.42239,1.32672,8.84477,2.65343,227.75286,1421.797,3.98015,11.05596,7.07582,15.47835,18.57402,11.4982,20.34297,11.94044,21.66969,36.26356,1.32672,9.72925,8.40253,4.86462,0,4.86462,5.30686,0.44224,18.13178,10.17149,0.88448,8.40253,1.32672,0,0.88448,6.63358,0,19.4585,1.32672,3.09567,26.09208,6.63358,19.01626,151.24559,45.55057,7.51806,0,10.17149,7.51806,0,8.84477,10.17149,0.88448,0,0,0.44224,16.36283,0,21.66969,15.03611,0,10.61373,2.21119,0.88448,72.52713,10.61373,7.07582,3.53791,16.36283,2.21119,19.4585,5.30686,8.84477,12.82492,137.53619,9.28701,23.88088,0.44224,1.32672,3.53791,8.84477,2.65343,0.88448,21.66969,2.21119,5.30686,0,0,0.44224,14.15163,5.7491,1.76895,1.32672,3.53791,4.42239,0,7.96029,14.59387,20.34297,0.44224,23.88088,25.2076,0.44224,0.88448,15.92059,34.93685,7.96029,22.11193,0.88448
KAKRNA2_10346259_GRoot_CI66_AGTACT,GRoot,GRoot,CI66,CI66,282set_CI66,CI66,CI66:8042MABXX:2:G8,PI587148,0.85395,110.15985,7.25859,6.83162,40.13576,13.23626,15.79812,2.98883,29.88833,39.70878,68.74316,61.48457,2.98883,10.6744,2.13488,4.69674,11.95533,1.28093,20.06788,17.933,2146.83609,0,4.69674,23.05671,3.41581,1.7079,1.7079,61.48457,0.42698,2.13488,6.40464,21.34881,7.25859,0.85395,8.11255,1.7079,210.07227,190.43136,2.13488,6.40464,10.24743,22.20276,16.22509,0.85395,119.12635,1.7079,53.37202,12.38231,0.85395,0.42698,34.58507,3.41581,0.85395,6.40464,2.98883,0.42698,31.16926,5.55069,12.38231,20.92183,0,0,7.68557,2.98883,0.42698,12.38231,5.55069,2.13488,31.59624,7.25859,34.15809,85.82221,108.02497,8.9665,0.42698,14.09021,2.98883,1.7079,3.84279,8.11255,0.42698,0,0,0,46.11342,0.42698,13.66324,37.5739,2.98883,8.53952,2.56186,0,28.18043,42.69762,4.26976,17.07905,18.35997,0.42698,15.37114,1.7079,0.42698,5.97767,172.92534,33.73112,15.37114,1.28093,0.85395,15.79812,2.56186,0,2.13488,19.6409,0,0.85395,6.83162,8.9665,3.41581,4.69674,7.25859,0,0,0,3.41581,0.42698,0.85395,8.11255,8.9665,0,4.26976,21.34881,1.28093,10.6744,6.40464,2.13488,2.13488,12.80928,0
KAKRNA27_10346929_L3Tip_CI66_GGTATA,L3Tip,L3Tip,CI66,CI66,282set_CI66,CI66,CI66:8042MABXX:2:G8,PI587148,0,123.67143,8.99429,2.24857,6.74571,98.93715,5.24667,103.43429,59.21238,5.99619,37.47619,14.24095,70.45524,7.49524,0.74952,5.99619,0,99.68667,11.24286,17.98857,50.2181,0,32.22953,6.74571,1.49905,0.74952,0,70.45524,0,8.99429,38.22572,7.49524,17.98857,17.23905,0,13.49143,60.71143,415.98573,17.23905,6.74571,5.24667,6.74571,17.98857,5.99619,5.99619,2.9981,8.99429,12.74191,0,2.9981,26.98286,8.24476,0,8.99429,0.74952,0,14.99048,21.73619,8.99429,109.43048,17.98857,0,5.24667,4.49714,0.74952,8.24476,217.36191,2.24857,43.47238,0.74952,5.24667,50.2181,211.36572,14.24095,0.74952,45.72095,9.74381,0.74952,32.22953,19.48762,38.22572,0,0,2.24857,26.98286,1.49905,24.73429,30.73048,0,23.23524,3.74762,2.24857,8.24476,31.48,7.49524,16.48952,24.73429,0.74952,0,62.96,0,13.49143,182.13429,15.74,11.99238,2.24857,1.49905,11.99238,0.74952,0.74952,0,11.99238,0,29.98095,0,0,6.74571,2.9981,8.24476,0,0,16.48952,2.9981,0,1.49905,7.49524,20.98667,0,15.74,18.7381,1.49905,39.72476,15.74,0,14.99048,14.24095,2.24857
KAKRNA26_L3Base_CI66_GGTATA,L3Base,L3Base,CI66,CI66,282set_CI66,CI66,CI66:8042MABXX:2:G8,PI587148,0,64.5341,18.70553,2.80583,17.0688,69.67812,4.20875,12.39242,48.63439,48.86821,76.22506,9.82041,27.59066,4.20875,3.74111,14.49679,8.41749,44.89328,9.58659,20.10845,837.07269,0,8.88513,10.28804,6.0793,4.44256,64.30028,24.55101,0.23382,8.41749,0.93528,34.60524,6.0793,0.23382,10.05423,2.10437,162.50434,772.30478,2.10437,9.58659,10.28804,10.75568,12.62624,18.93935,26.18775,6.54694,47.4653,25.72011,0,11.22332,3.27347,11.22332,0,7.94985,7.48221,1.63673,17.53644,9.82041,2.80583,12.86006,3.74111,0.23382,1.63673,1.40292,0.93528,11.92478,4.67638,8.65131,43.72419,0.23382,17.77026,116.67577,51.67404,7.71603,0.70146,10.52186,2.33819,2.10437,9.11895,5.37784,0.93528,0,0,0.93528,22.68046,0.23382,15.43207,4.20875,0.93528,9.11895,4.44256,0,70.37958,8.88513,7.71603,7.71603,21.27755,2.80583,21.74518,10.75568,4.9102,12.86006,99.60697,23.1481,5.84548,1.40292,1.87055,12.62624,5.84548,1.40292,0.93528,16.36734,5.61166,4.9102,0,0,0.46764,12.39242,6.0793,2.57201,1.1691,11.69096,2.57201,0,4.9102,19.64081,28.0583,3.50729,11.22332,23.61574,0.46764,6.54694,7.48221,28.0583,4.44256,16.13352,0.23382
KAKRNA18_Kern_CI66_TTCCGC,Kern,Kern,CI66,CI66,282set_CI66,CI66,CI66:8042MABXX:2:G8,PI587148,0,59.14687,7.04859,0.30646,1.83876,30.64605,7.04859,0.91938,89.18,14.7101,159.35944,13.79072,0.91938,7.66151,3.0646,23.59746,8.27443,9.19381,2.14522,37.08172,759.10258,0.30646,4.90337,22.67807,6.74213,3.67753,0.61292,44.74323,1.83876,12.56488,4.59691,80.90556,3.37107,5.51629,5.20983,2.14522,260.4914,10.1132,1.5323,7.66151,7.35505,3.37107,12.56488,11.03258,33.71065,7.96797,32.17835,46.88845,2.14522,5.51629,58.53395,17.46825,0,10.72612,4.90337,0,37.69464,10.72612,3.98399,19.61347,1.5323,0,1.22584,9.80673,0.61292,39.83986,9.80673,6.43567,30.03313,1.83876,8.58089,194.29594,39.83986,8.88735,3.37107,8.88735,7.35505,1.83876,2.75814,11.03258,4.59691,0,0.61292,0.30646,46.58199,0.61292,23.90392,10.41966,0.30646,6.74213,5.51629,0.91938,129.01986,35.54941,10.41966,8.27443,8.58089,3.0646,6.12921,6.74213,0.91938,20.53285,17.77471,8.27443,39.83986,0.61292,6.43567,6.74213,3.67753,0.61292,4.29045,3.0646,0.30646,1.22584,0,0,0.61292,14.7101,2.45168,0,0.91938,0,4.59691,0,4.59691,3.37107,14.7101,1.83876,9.80673,49.6466,0.61292,2.75814,12.25842,2.14522,7.96797,16.54887,0.91938
KAKRNA16_Kern_CI66_TTGGTA,Kern,Kern,CI66,CI66,282set_CI66,CI66,CI66:8042MABXX:2:G8,PI587148,0,64.28863,6.76722,0.21148,2.96066,24.31971,6.1328,0.8459,67.46077,14.59183,178.90849,12.26559,1.05738,12.05412,6.9787,25.37709,8.24755,7.40165,3.38361,42.29515,800.43574,0.42295,3.80656,23.89676,5.92132,4.22952,0.21148,44.62138,0.8459,17.97544,4.01804,75.70832,3.59509,7.40165,7.40165,1.90328,236.00694,8.45903,1.69181,4.65247,6.55575,2.53771,16.07216,6.9787,46.94762,8.03608,26.22299,34.25907,2.53771,3.38361,51.38861,15.86068,0,10.36231,4.01804,0,44.40991,11.20822,4.22952,19.66725,1.48033,0,0,9.09346,1.90328,29.39513,9.72788,6.34427,26.22299,1.90328,9.93936,224.37578,26.85742,6.34427,3.38361,8.24755,12.26559,4.65247,5.28689,10.15084,7.19018,0,0,0.42295,40.39187,0,20.0902,13.1115,0.63443,8.03608,4.65247,2.11476,116.73462,38.27711,10.36231,3.38361,7.19018,2.53771,5.92132,6.76722,0.8459,20.0902,12.90002,7.19018,61.75092,1.05738,5.49837,4.01804,9.30493,1.26885,4.44099,4.44099,0.63443,0.63443,0.21148,0,0.42295,10.99674,3.17214,0,1.90328,0,8.45903,0,3.59509,1.90328,13.9574,0.8459,6.1328,43.77548,0.42295,3.80656,8.88198,1.48033,12.90002,15.01478,0.21148
10344823_LMAD8_CM105_ACCAGT,LMAD8,LMAD,CM105,CM105,282set_CM105,CM105,CM105:8042MABXX:2:E10,PI587124,0,54.0098,2.91945,0.48657,9.24492,59.84869,17.03012,45.25145,47.68433,8.75835,33.57366,9.24492,40.87228,12.65094,0,5.35232,0.97315,5.8389,12.16437,16.54354,9.24492,0.48657,44.76488,4.37917,2.43287,3.8926,0,50.60377,5.35232,5.8389,0.97315,27.24819,19.46299,46.2246,0,21.89586,119.21081,235.50218,15.57039,6.32547,1.9463,29.19449,13.62409,12.65094,6.81205,0.48657,15.08382,39.41256,0,2.91945,38.92598,19.94956,0.97315,5.8389,3.40602,0,18.48984,22.38244,3.8926,42.81858,0,0,20.43614,8.27177,30.16763,13.13752,101.69412,3.40602,34.54681,0,13.62409,128.94231,92.4492,19.46299,0.48657,31.62736,8.75835,1.9463,31.14078,7.7852,904.54247,13.62409,0.48657,1.45972,21.40929,0.48657,32.60051,1.45972,31.14078,3.8926,2.43287,0.97315,36.97968,7.29862,8.27177,8.27177,30.65421,2.91945,0,9.7315,0,13.62409,49.14405,24.32874,4.86575,11.67779,2.91945,5.35232,2.91945,0.97315,1.9463,10.70464,0.48657,33.08708,0.48657,0.48657,0,0.97315,23.35559,0,0.97315,36.97968,7.7852,0,1.45972,18.48984,20.92271,0,45.25145,21.40929,2.43287,8.27177,18.48984,0,38.92598,32.60051,0.97315
10344826_LMAN8_CM105_GATTGT,LMAN8,LMAN,CM105,CM105,282set_CM105,CM105,CM105:8042MABXX:2:E10,PI587124,0,29.73388,0.47958,0.47958,5.75495,50.35577,18.22399,26.37683,54.67198,11.50989,45.55998,19.18315,7.67326,3.83663,0,9.59158,2.87747,7.19368,10.07115,14.38736,12.46905,1.43874,60.42693,11.98947,2.87747,1.91832,0,32.61136,11.50989,6.23452,2.39789,50.83535,28.77473,23.01978,2.39789,53.23324,110.30312,80.56923,22.06062,4.31621,3.35705,21.58104,18.70357,11.03031,8.63242,0,22.06062,41.72335,0,3.35705,33.57051,13.90778,2.87747,6.7141,0.47958,0,20.62189,11.98947,5.75495,8.63242,0,0,14.38736,12.46905,34.52967,8.63242,12.46905,4.79579,19.66273,0.47958,12.46905,122.77217,50.35577,17.74441,0.47958,50.83535,4.79579,4.79579,18.22399,6.7141,77.21218,1.91832,0.47958,0.95916,14.38736,0.47958,19.18315,2.87747,58.50861,5.27537,3.35705,0.95916,49.39661,33.57051,6.7141,8.63242,31.6522,2.39789,0,21.58104,0,8.63242,58.98819,19.18315,7.19368,6.7141,4.31621,7.19368,1.91832,5.27537,5.27537,11.50989,0,52.27409,0,0,0.95916,2.87747,21.58104,0,1.91832,31.6522,7.19368,0.95916,0.47958,11.50989,17.26484,0,29.25431,22.06062,0.95916,71.93682,11.98947,0,26.85641,30.69304,0.47958
KAKRNA3_GShoot_CM105_AATCCG,GShoot,GShoot,CM105,CM105,282set_CM105,CM105,CM105:8042MABXX:2:E10,PI587124,70.828,40.12222,9.41644,0.81882,7.7788,67.96213,6.95998,0.81882,59.36451,21.69875,102.76201,18.83288,12.28231,8.59762,0,9.41644,8.18821,15.14818,7.7788,22.92698,1153.71849,1.22823,8.59762,22.92698,8.59762,2.04705,0.40941,38.07517,1.22823,4.50351,5.32234,43.3975,6.55057,2.86587,8.59762,1.22823,253.83444,2031.08496,1.63764,5.73175,3.27528,12.69172,22.10816,1.22823,12.28231,0,17.19524,57.31746,0,9.82585,6.14116,7.7788,1.63764,15.14818,3.27528,3.68469,5.32234,7.36939,7.7788,3.27528,0,0,1.63764,9.00703,4.91292,21.69875,6.95998,2.86587,31.93401,1.63764,5.73175,156.80418,48.71984,10.64467,0.40941,11.46349,8.18821,4.91292,3.68469,15.14818,6.55057,0.40941,0.81882,2.45646,12.28231,0,17.60465,18.42347,4.50351,7.7788,4.0941,1.63764,67.55271,8.18821,13.91995,4.0941,11.05408,3.68469,25.38344,13.51054,4.50351,12.28231,155.16654,15.96701,19.6517,0.81882,1.63764,5.73175,9.41644,0.40941,1.63764,28.65873,3.68469,0.81882,0,1.22823,2.04705,31.93401,9.00703,0,0.40941,32.75283,8.59762,0.81882,6.55057,16.78583,18.01406,0,10.23526,23.7458,5.32234,2.86587,19.6517,10.23526,3.68469,28.65873,0.40941
