OrigColNameFromRNAExpressionValue_RNA_TaxaName,Tissue,TissueWODate,RNA_TaxaName,RNA_TaxaName_WOUnderscoreOrDot,HMP32Name,RawPhenotypeNames,CarotToco_GBSNames,AmesName,AC148152.3_FG005,AC148152.3_FG008,AC149475.2_FG002,GRMZM2G171650
10344827_LMAN26_Ki21_AAGACA,LMAN26,LMAN,Ki21,Ki21,282set_Ki21,Ki21,Ki21:8042MABXX:3:D9,Ames27125,0,35.33219,0,35.83694
KAKRNA5_GShoot_Ki21_ACACGC,GShoot,GShoot,Ki21,Ki21,282set_Ki21,Ki21,Ki21:8042MABXX:3:D9,Ames27125,7.7895,9.73688,5.11186,5.84213
KAKRNA6_10346261_GRoot_Ki21_ACACGC,GRoot,GRoot,Ki21,Ki21,282set_Ki21,Ki21,Ki21:8042MABXX:3:D9,Ames27125,53.55013,0,1.7,5.10001
KAKRNA27_10346929_L3Tip_Ki21_TATGTC,L3Tip,L3Tip,Ki21,Ki21,282set_Ki21,Ki21,Ki21:8042MABXX:3:D9,Ames27125,0,90.22519,0,7.00023
KAKRNA26_L3Base_Ki21_TATGTC,L3Base,L3Base,Ki21,Ki21,282set_Ki21,Ki21,Ki21:8042MABXX:3:D9,Ames27125,0,12.62373,1.14761,3.44284
KAKRNA16_Kern_Ki21_TAGGCT,Kern,Kern,Ki21,Ki21,282set_Ki21,Ki21,Ki21:8042MABXX:3:D9,Ames27125,0,0,0.50533,29.30939
KAKRNA3_GShoot_Ki43_TTGGTA,GShoot,GShoot,Ki43,Ki43,282set_Ki43,Ki43,Ki43:8042MABXX:4:F9,Ames27126,73.79059,1.05415,6.67629,8.08183
KAKRNA4_10346258_GRoot_Ki43_TTGGTA,GRoot,GRoot,Ki43,Ki43,282set_Ki43,Ki43,Ki43:8042MABXX:4:F9,Ames27126,5.48144,0,1.56613,5.87298
KAKRNA27_10346929_L3Tip_Ki43_ACCTAC,L3Tip,L3Tip,Ki43,Ki43,282set_Ki43,Ki43,Ki43:8042MABXX:4:F9,Ames27126,4.63625,105.0884,0,6.18167
KAKRNA26_L3Base_Ki43_ACCTAC,L3Base,L3Base,Ki43,Ki43,282set_Ki43,Ki43,Ki43:8042MABXX:4:F9,Ames27126,2.8315,8.899,2.8315,6.0675
KAKRNA18_Kern_Ki43_AAGCTC,Kern,Kern,Ki43,Ki43,282set_Ki43,Ki43,Ki43:8042MABXX:4:F9,Ames27126,2.94234,0.32693,0,3.92312
10343264_LMAD26_Ki44_TTCGAG,LMAD26,LMAD,Ki44,Ki44,282set_Ki44,Ki44,Ki44:8042MABXX:4:B4,Ames27260,0,90.80981,0,17.55148
10344823_LMid_Ki44_TCTTAA,L3Mid,L3Mid,Ki44,Ki44,282set_Ki44,Ki44,Ki44:8042MABXX:4:B4,Ames27260,8.91996,122.44668,0.81091,13.78539
10344825_L3Base_Ki44_TCTTAA,L3Base,L3Base,Ki44,Ki44,282set_Ki44,Ki44,Ki44:8042MABXX:4:B4,Ames27260,12.88004,14.75351,1.17091,8.43057
10344827_LMAN26_Ki44_ATATCC,LMAN26,LMAN,Ki44,Ki44,282set_Ki44,Ki44,Ki44:8042MABXX:4:B4,Ames27260,0,18.86232,0,24.16735
KAKRNA14_GShoot_Ki44_CCGCAA,GShoot,GShoot,Ki44,Ki44,282set_Ki44,Ki44,Ki44:8042MABXX:4:B4,Ames27260,24.41955,6.72422,3.53907,19.46486
KAKRNA2_10346259_GRoot_Ki44_GTAGAA,GRoot,GRoot,Ki44,Ki44,282set_Ki44,Ki44,Ki44:8042MABXX:4:B4,Ames27260,3.30984,0,1.93074,9.10205
KAKRNA23_10346932_L3Base_Ki44_CGTCGC,L3Base,L3Base,Ki44,Ki44,282set_Ki44,Ki44,Ki44:8042MABXX:4:B4,Ames27260,22.06969,39.04638,1.13178,8.48834
KAKRNA24_L3Tip_Ki44_CGTCGC,L3Tip,L3Tip,Ki44,Ki44,282set_Ki44,Ki44,Ki44:8042MABXX:4:B4,Ames27260,6.76397,130.77004,0,5.63664
KAKRNA16_Kern_Ki44_TGGCGA,Kern,Kern,Ki44,Ki44,282set_Ki44,Ki44,Ki44:8042MABXX:4:B4,Ames27260,0,0,0.32133,10.60373
10343927_LMAD26_Ky21_ATTGGT,LMAD26,LMAD,Ky21,Ky21,282set_Ky21,Ky21,Ky21:8042MABXX:3:D1,Ames27130,0,99.25811,0,23.60871
10344827_LMAN26_Ky21_TCTTAA,LMAN26,LMAN,Ky21,Ky21,282set_Ky21,Ky21,Ky21:8042MABXX:3:D1,Ames27130,0.29924,55.06103,0,44.88671
KAKRNA3_GShoot_Ky21_CGCCTG,GShoot,GShoot,Ky21,Ky21,282set_Ky21,Ky21,Ky21:8042MABXX:3:D1,Ames27130,8.59832,3.43933,1.71966,5.15899
KAKRNA4_10346258_GRoot_Ky21_CGCCTG,GRoot,GRoot,Ky21,Ky21,282set_Ky21,Ky21,Ky21:8042MABXX:3:D1,Ames27130,1.24563,0,2.07605,5.39772
KAKRNA27_10346929_L3Tip_Ky21_AAGACA,L3Tip,L3Tip,Ky21,Ky21,282set_Ky21,Ky21,Ky21:8042MABXX:3:D1,Ames27130,0,119.34369,0,11.01634
KAKRNA26_L3Base_Ky21_AAGACA,L3Base,L3Base,Ky21,Ky21,282set_Ky21,Ky21,Ky21:8042MABXX:3:D1,Ames27130,1.25089,11.88342,2.8145,3.43994
KAKRNA16_Kern_Ky21_CTCATA,Kern,Kern,Ky21,Ky21,282set_Ky21,Ky21,Ky21:8042MABXX:3:D1,Ames27130,0.53461,0.26731,0,9.08841
10343927_LMAN8_L317_ACAACG,LMAN8,LMAN,L317,L317,282set_L317,L317,L317:8042MABXX:2:H3,NSL65873,0,54.9331,0,25.69451
10344826_LMAD8_L317_CGCGGA,LMAD8,LMAD,L317,L317,282set_L317,L317,L317:8042MABXX:2:H3,NSL65873,0,82.91875,0,39.44678
KAKRNA5_GShoot_L317_TAATCG,GShoot,GShoot,L317,L317,282set_L317,L317,L317:8042MABXX:2:H3,NSL65873,17.20763,3.12866,2.08577,8.86454
KAKRNA6_10346261_GRoot_L317_TAATCG,GRoot,GRoot,L317,L317,282set_L317,L317,L317:8042MABXX:2:H3,NSL65873,75.47178,0,5.63222,2.25289
KAKRNA27_10346929_L3Tip_L317_CATCTA,L3Tip,L3Tip,L317,L317,282set_L317,L317,L317:8042MABXX:2:H3,NSL65873,5.91801,94.6881,0,10.14515
KAKRNA26_L3Base_L317_CATCTA,L3Base,L3Base,L317,L317,282set_L317,L317,L317:8042MABXX:2:H3,NSL65873,7.20779,12.16314,3.60389,4.05438
KAKRNA16_Kern_L317_CAGGAC,Kern,Kern,L317,L317,282set_L317,L317,L317:8042MABXX:2:H3,NSL65873,0,0,0.3508,5.96358
10343264_LMAD26_L578_CGGTTA,LMAD26,LMAD,L578,L578,282set_L578,L578,L578:8042MABXX:3:A7,Ames27132,0,67.36777,0,8.42097
10344827_LMAN26_L578_CTAGTC,LMAN26,LMAN,L578,L578,282set_L578,L578,L578:8042MABXX:3:A7,Ames27132,0,17.89911,0.57739,23.38432
KAKRNA5_GShoot_L578_CAGGAC,GShoot,GShoot,L578,L578,282set_L578,L578,L578:8042MABXX:3:A7,Ames27132,5.0846,5.25409,7.79639,3.22025
KAKRNA6_10346261_GRoot_L578_CAGGAC,GRoot,GRoot,L578,L578,282set_L578,L578,L578:8042MABXX:3:A7,Ames27132,28.1266,0,5.8193,2.42471
KAKRNA23_10346932_L3Base_L578_GGCCAA,L3Base,L3Base,L578,L578,282set_L578,L578,L578:8042MABXX:3:A7,Ames27132,1.70565,15.35082,0.56855,0.56855
KAKRNA24_L3Tip_L578_GGCCAA,L3Tip,L3Tip,L578,L578,282set_L578,L578,L578:8042MABXX:3:A7,Ames27132,0.54047,116.20045,0,1.08093
KAKRNA17_Kern_L578_AATGAA,Kern,Kern,L578,L578,282set_L578,L578,L578:8042MABXX:3:A7,Ames27132,0,0,2.323,40.65257
10343262_LMAN8_M14_AACCGA,LMAN8,LMAN,M14,M14,282set_M14,M14,M14:8042MABXX:2:A8,NSL30867,2.02062,7.07216,0,18.18556
KAKRNA14_GShoot_M14_CCTAAG,GShoot,GShoot,M14,M14,282set_M14,M14,M14:8042MABXX:2:A8,NSL30867,133.29841,1.12015,3.36046,9.24128
KAKRNA2_10346259_GRoot_M14_AAGCTC,GRoot,GRoot,M14,M14,282set_M14,M14,M14:8042MABXX:2:A8,NSL30867,62.48065,0,0.40837,4.90044
KAKRNA28_L3Base_M14_CAGCGT,L3Base,L3Base,M14,M14,282set_M14,M14,M14:8042MABXX:2:A8,NSL30867,0.58408,6.71694,2.04429,4.9647
KAKRNA28_L3Mid_M14_AGTTGA,L3Mid,L3Mid,M14,M14,282set_M14,M14,M14:8042MABXX:2:A8,NSL30867,0,33.34279,0.92619,9.26189
KAKRNA28_L3Tip_M14_CCGCAA,L3Tip,L3Tip,M14,M14,282set_M14,M14,M14:8042MABXX:2:A8,NSL30867,0.53757,26.34103,0,4.30058
KAKRNA16_Kern_M14_CGTCGC,Kern,Kern,M14,M14,282set_M14,M14,M14:8042MABXX:2:A8,NSL30867,0,0,0,6.93365
10343927_LMAD26_M162W_GAGTCC,LMAD26,LMAD,M162W,M162W,282set_M162W,M162W,M162W,Ames27134,0,68.6046,0,21.87393
10344827_LMAN26_M162W_TAATCG,LMAN26,LMAN,M162W,M162W,282set_M162W,M162W,M162W,Ames27134,0,50.57156,0,26.61661
KAKRNA2_10346259_GRoot_M162W_CTCTCG,GRoot,GRoot,M162W,M162W,282set_M162W,M162W,M162W,Ames27134,0.50305,0,0.50305,1.0061
KAKRNA23_10346932_L3Base_M162W_AAGCTC,L3Base,L3Base,M162W,M162W,282set_M162W,M162W,M162W,Ames27134,10.96963,23.03623,2.92524,0
KAKRNA24_L3Tip_M162W_AAGCTC,L3Tip,L3Tip,M162W,M162W,282set_M162W,M162W,M162W,Ames27134,0,94.99194,0,1.17274
KAKRNA18_Kern_M162W_AACGCC,Kern,Kern,M162W,M162W,282set_M162W,M162W,M162W,Ames27134,0.40903,0,1.22709,24.95089
10343927_LMAD26_M37W_CGTCGC,LMAD26,LMAD,M37W,M37W,282set_M37W,M37W,M37W:8042MABXX:4:H2,Ames27133,0,137.70588,0,21.00598
10344827_LMAN26_M37W_TTGGTA,LMAN26,LMAN,M37W,M37W,282set_M37W,M37W,M37W:8042MABXX:4:H2,Ames27133,0.48681,35.05,0,31.15555
KAKRNA5_GShoot_M37W_GTCAGG,GShoot,GShoot,M37W,M37W,282set_M37W,M37W,M37W:8042MABXX:4:H2,Ames27133,123.46086,4.71983,5.46507,10.43331
KAKRNA6_10346261_GRoot_M37W_GTCAGG,GRoot,GRoot,M37W,M37W,282set_M37W,M37W,M37W:8042MABXX:4:H2,Ames27133,22.63922,1.16099,2.32197,4.06345
KAKRNA28_L3Base_M37W_GTGCCA,L3Base,L3Base,M37W,M37W,282set_M37W,M37W,M37W:8042MABXX:4:H2,Ames27133,18.46763,19.6988,0,4.9247
KAKRNA28_L3Mid_M37W_GATTGT,L3Mid,L3Mid,M37W,M37W,282set_M37W,M37W,M37W:8042MABXX:4:H2,Ames27133,5.04373,134.49959,0,5.04373
KAKRNA28_L3Tip_M37W_ACCGTG,L3Tip,L3Tip,M37W,M37W,282set_M37W,M37W,M37W:8042MABXX:4:H2,Ames27133,2.11678,58.56415,0,8.46711
KAKRNA17_Kern_M37W_CCGACC,Kern,Kern,M37W,M37W,282set_M37W,M37W,M37W:8042MABXX:4:H2,Ames27133,3.47178,0.34718,0,10.06818
10344823_LMAD8_MEF156-55-2_AATCCG,LMAD8,LMAD,MEF156-55-2,MEF156-55-2,282set_MEF156-55-2,MEF156-55-2,MEF156552:8042MABXX:4:D10,Ames27135,0,114.38001,0.63193,17.69415
10344826_LMAN8_MEF156-55-2_ACACGC,LMAN8,LMAN,MEF156-55-2,MEF156-55-2,282set_MEF156-55-2,MEF156-55-2,MEF156552:8042MABXX:4:D10,Ames27135,0,31.20057,0,19.03763
KAKRNA14_GShoot_MEF156-55-2_GATCAC,GShoot,GShoot,MEF156-55-2,MEF156-55-2,282set_MEF156-55-2,MEF156-55-2,MEF156552:8042MABXX:4:D10,Ames27135,239.46305,4.94304,2.74614,13.18145
KAKRNA2_10346259_GRoot_MEF156-55-2_CAAGCA,GRoot,GRoot,MEF156-55-2,MEF156-55-2,282set_MEF156-55-2,MEF156-55-2,MEF156552:8042MABXX:4:D10,Ames27135,11.88119,0,3.06611,6.13223
KAKRNA27_10346929_L3Tip_MEF156-55-2_ATATCC,L3Tip,L3Tip,MEF156-55-2,MEF156-55-2,282set_MEF156-55-2,MEF156-55-2,MEF156552:8042MABXX:4:D10,Ames27135,2.89707,111.53719,0,2.89707
KAKRNA26_L3Base_MEF156-55-2_ATATCC,L3Base,L3Base,MEF156-55-2,MEF156-55-2,282set_MEF156-55-2,MEF156-55-2,MEF156552:8042MABXX:4:D10,Ames27135,4.32528,7.10581,3.39843,4.01633
KAKRNA18_Kern_MEF156-55-2_GAACCT,Kern,Kern,MEF156-55-2,MEF156-55-2,282set_MEF156-55-2,MEF156-55-2,MEF156552:8042MABXX:4:D10,Ames27135,3.80144,0,0,12.92489
10343262_LMAN8_Mo1W_GGCTGC,LMAN8,LMAN,Mo1W,Mo1W,282set_MO1W,MO1W,MO1W:8042MABXX:4:E12,PI558520,0,51.89208,0,20.40202
10344826_LMAD8_Mo1W_ACATTA,LMAD8,LMAD,Mo1W,Mo1W,282set_MO1W,MO1W,MO1W:8042MABXX:4:E12,PI558520,0,81.65625,0,17.33797
KAKRNA5_GShoot_Mo1W_TACCTT,GShoot,GShoot,Mo1W,Mo1W,282set_MO1W,MO1W,MO1W:8042MABXX:4:E12,PI558520,117.24274,5.23405,3.92554,12.30002
KAKRNA6_10346261_GRoot_Mo1W_TACCTT,GRoot,GRoot,Mo1W,Mo1W,282set_MO1W,MO1W,MO1W:8042MABXX:4:E12,PI558520,18.20321,0,1.91613,9.58064
KAKRNA27_10346929_L3Tip_Mo1W_CCTAAG,L3Tip,L3Tip,Mo1W,Mo1W,282set_MO1W,MO1W,MO1W:8042MABXX:4:E12,PI558520,1.27123,65.46818,0,12.71227
KAKRNA26_L3Base_Mo1W_CCTAAG,L3Base,L3Base,Mo1W,Mo1W,282set_MO1W,MO1W,MO1W:8042MABXX:4:E12,PI558520,1.90432,14.96251,1.36023,8.70546
KAKRNA17_Kern_Mo1W_ATACTG,Kern,Kern,Mo1W,Mo1W,282set_MO1W,MO1W,MO1W:8042MABXX:4:E12,PI558520,1.4963,0.59852,0.89778,11.37184
10344823_LMAD8_MS1334_GGTATA,LMAD8,LMAD,MS1334,MS1334,282set_MS1334,MS1334,MS1334:8042MABXX:3:F11,Ames24752,0,137.71231,1.55315,32.61607
10344826_LMAN8_MS1334_ACTCTT,LMAN8,LMAN,MS1334,MS1334,282set_MS1334,MS1334,MS1334:8042MABXX:3:F11,Ames24752,0,51.28413,0,26.12588
KAKRNA5_GShoot_MS1334_CAACAG,GShoot,GShoot,MS1334,MS1334,282set_MS1334,MS1334,MS1334:8042MABXX:3:F11,Ames24752,98.7413,5.03782,2.01513,14.60968
KAKRNA6_10346261_GRoot_MS1334_CAACAG,GRoot,GRoot,MS1334,MS1334,282set_MS1334,MS1334,MS1334:8042MABXX:3:F11,Ames24752,74.96058,0,1.82831,6.09436
KAKRNA23_10346932_L3Base_MS1334_ACGTCT,L3Base,L3Base,MS1334,MS1334,282set_MS1334,MS1334,MS1334:8042MABXX:3:F11,Ames24752,0,9.44943,1.28856,10.73798
KAKRNA24_L3Tip_MS1334_ACGTCT,L3Tip,L3Tip,MS1334,MS1334,282set_MS1334,MS1334,MS1334:8042MABXX:3:F11,Ames24752,0,172.48442,0,3.02604
KAKRNA18_Kern_MS1334_GGCTGC,Kern,Kern,MS1334,MS1334,282set_MS1334,MS1334,MS1334:8042MABXX:3:F11,Ames24752,0,0.62335,0,16.51886
10343262_LMAN8_MS153_ACAACG,LMAN8,LMAN,MS153,MS153,282set_MS153,MS153,MS153:8042MABXX:4:D12,Ames24734,1.41738,63.78193,0,25.51277
10344823_LMAD8_MS153_GACATC,LMAD8,LMAD,MS153,MS153,282set_MS153,MS153,MS153:8042MABXX:4:D12,Ames24734,3.33523,89.49525,0.55587,34.46401
KAKRNA14_GShoot_MS153_CAGCGT,GShoot,GShoot,MS153,MS153,282set_MS153,MS153,MS153:8042MABXX:4:D12,Ames24734,124.77729,1.6805,3.361,12.18364
KAKRNA2_10346259_GRoot_MS153_AGTTGA,GRoot,GRoot,MS153,MS153,282set_MS153,MS153,MS153:8042MABXX:4:D12,Ames24734,16.06259,0,2.6771,7.13893
KAKRNA20_10346930_L3Base_MS153_TCAGGA,L3Base,L3Base,MS153,MS153,282set_MS153,MS153,MS153:8042MABXX:4:D12,Ames24734,7.17957,16.60275,0,7.17957
KAKRNA21_10346931_L3Tip_MS153_TCAGGA,L3Tip,L3Tip,MS153,MS153,282set_MS153,MS153,MS153:8042MABXX:4:D12,Ames24734,1.70374,90.29827,0,15.7596
KAKRNA17_Kern_MS153_GTGCCA,Kern,Kern,MS153,MS153,282set_MS153,MS153,MS153:8042MABXX:4:D12,Ames24734,0,0,0.35488,12.06602
10343262_LMAN8_Mo17_AAGCTC,LMAN8,LMAN,Mo17,Mo17,282set_Mo17,Mo17,Mo17:8042MABXX:4:H1,PI558532,1.06367,89.34847,0,19.1461
KAKRNA14_GShoot_Mo17_ATGAAC,GShoot,GShoot,Mo17,Mo17,282set_Mo17,Mo17,Mo17:8042MABXX:4:H1,PI558532,266.42403,3.87244,1.54898,8.13213
KAKRNA2_10346259_GRoot_Mo17_GTGCCA,GRoot,GRoot,Mo17,Mo17,282set_Mo17,Mo17,Mo17:8042MABXX:4:H1,PI558532,50.19339,2.42313,0.69232,6.92323
KAKRNA28_L3Base_Mo17_CAGGAC,L3Base,L3Base,Mo17,Mo17,282set_Mo17,Mo17,Mo17:8042MABXX:4:H1,PI558532,35.13727,25.78622,0.8501,1.70019
KAKRNA28_L3Mid_Mo17_CAACAG,L3Mid,L3Mid,Mo17,Mo17,282set_Mo17,Mo17,Mo17:8042MABXX:4:H1,PI558532,42.44358,144.86177,0,3.69075
KAKRNA28_L3Tip_Mo17_CCTGCT,L3Tip,L3Tip,Mo17,Mo17,282set_Mo17,Mo17,Mo17:8042MABXX:4:H1,PI558532,14.65217,130.35383,0,1.01049
KAKRNA16_Kern_Mo17_GAGTCC,Kern,Kern,Mo17,Mo17,282set_Mo17,Mo17,Mo17:8042MABXX:4:H1,PI558532,1.36852,0.45617,0,10.49197
10343264_LMAD26_Mo18W_CTCTCG,LMAD26,LMAD,Mo18W,Mo18W,282set_Mo18W,Mo18W,Mo18W:8042MABXX:3:D2,PI550441,0,85.21925,0,32.60065
10344827_LMAN26_Mo18W_TTCCGC,LMAN26,LMAN,Mo18W,Mo18W,282set_Mo18W,Mo18W,Mo18W:8042MABXX:3:D2,PI550441,0,33.01668,0.31444,27.98557
KAKRNA14_GShoot_Mo18W_AATCCG,GShoot,GShoot,Mo18W,Mo18W,282set_Mo18W,Mo18W,Mo18W:8042MABXX:3:D2,PI550441,255.65522,1.28148,2.56296,3.84444
KAKRNA2_10346259_GRoot_Mo18W_TATGTC,GRoot,GRoot,Mo18W,Mo18W,282set_Mo18W,Mo18W,Mo18W:8042MABXX:3:D2,PI550441,2.59499,0,1.72999,3.02749
KAKRNA20_10346930_L3Base_Mo18W_AGATAG,L3Base,L3Base,Mo18W,Mo18W,282set_Mo18W,Mo18W,Mo18W:8042MABXX:3:D2,PI550441,6.92392,20.07936,2.76957,1.38478
KAKRNA21_10346931_L3Tip_Mo18W_AGATAG,L3Tip,L3Tip,Mo18W,Mo18W,282set_Mo18W,Mo18W,Mo18W:8042MABXX:3:D2,PI550441,0,108.73422,0,1.15063
KAKRNA17_Kern_Mo18W_AACCGA,Kern,Kern,Mo18W,Mo18W,282set_Mo18W,Mo18W,Mo18W:8042MABXX:3:D2,PI550441,0,0,1.58177,38.48976
KAKRNA23_10346932_L3Base_Mo24W_ACAACG,L3Base,L3Base,Mo24W,Mo24W,282set_Mo24W,Mo24W,Mo24W:8042MABXX:3:D6,PI587144,8.18208,15.19529,3.5066,10.51981
KAKRNA24_L3Tip_Mo24W_ACAACG,L3Tip,L3Tip,Mo24W,Mo24W,282set_Mo24W,Mo24W,Mo24W:8042MABXX:3:D6,PI587144,0,129.24707,0,7.18039
10343262_LMAN8_Mo44_CCGCAA,LMAN8,LMAN,Mo44,Mo44,282set_Mo44,Mo44,Mo44:8042MABXX:3:C7,Ames28939,0.54127,54.12673,0,28.1459
KAKRNA14_GShoot_Mo44_GGCCAA,GShoot,GShoot,Mo44,Mo44,282set_Mo44,Mo44,Mo44:8042MABXX:3:C7,Ames28939,221.58404,1.13827,7.96792,11.38274
KAKRNA2_10346259_GRoot_Mo44_CAGGAC,GRoot,GRoot,Mo44,Mo44,282set_Mo44,Mo44,Mo44:8042MABXX:3:C7,Ames28939,23.19049,0,0.61028,4.57707
KAKRNA27_10346929_L3Tip_Mo44_GTGTAG,L3Tip,L3Tip,Mo44,Mo44,282set_Mo44,Mo44,Mo44:8042MABXX:3:C7,Ames28939,6.46003,85.59543,0,20.99511
KAKRNA26_L3Base_Mo44_GTGTAG,L3Base,L3Base,Mo44,Mo44,282set_Mo44,Mo44,Mo44:8042MABXX:3:C7,Ames28939,0.25335,5.06707,2.78689,13.17438
KAKRNA18_Kern_Mo44_TTCGAG,Kern,Kern,Mo44,Mo44,282set_Mo44,Mo44,Mo44:8042MABXX:3:C7,Ames28939,1.71913,0.85956,2.14891,39.96966
10343262_LMAN8_Mo45_ATATCC,LMAN8,LMAN,Mo45,Mo45,282set_Mo45,Mo45,Mo45:8042MABXX:4:G11,PI583350,0,76.02037,0,27.55101
10344826_LMAD8_Mo45_AAGCTC,LMAD8,LMAD,Mo45,Mo45,282set_Mo45,Mo45,Mo45:8042MABXX:4:G11,PI583350,0,70.3008,0,26.45729
KAKRNA5_GShoot_Mo45_TTCGAG,GShoot,GShoot,Mo45,Mo45,282set_Mo45,Mo45,Mo45:8042MABXX:4:G11,PI583350,103.11061,2.96295,3.55554,9.77773
KAKRNA6_10346261_GRoot_Mo45_TTCGAG,GRoot,GRoot,Mo45,Mo45,282set_Mo45,Mo45,Mo45:8042MABXX:4:G11,PI583350,86.21848,0,4.35447,6.09626
KAKRNA20_10346930_L3Base_Mo45_TTGGTA,L3Base,L3Base,Mo45,Mo45,282set_Mo45,Mo45,Mo45:8042MABXX:4:G11,PI583350,0.92858,4.17859,0.46429,4.17859
KAKRNA21_10346931_L3Tip_Mo45_TTGGTA,L3Tip,L3Tip,Mo45,Mo45,282set_Mo45,Mo45,Mo45:8042MABXX:4:G11,PI583350,0,77.48789,1.2498,4.99922
KAKRNA16_Kern_Mo45_AGTACT,Kern,Kern,Mo45,Mo45,282set_Mo45,Mo45,Mo45:8042MABXX:4:G11,PI583350,2.18906,0,1.75125,11.38311
10343262_LMAN8_Mo46_CTCATA,LMAN8,LMAN,Mo46,Mo46,282set_Mo46,Mo46,Mo46:8042MABXX:3:E4,PI583351,4.34788,52.17456,0,28.62354
KAKRNA3_GShoot_Mo46_GTGTAG,GShoot,GShoot,Mo46,Mo46,282set_Mo46,Mo46,Mo46:8042MABXX:3:E4,PI583351,127.95627,5.19047,4.96479,10.6066
KAKRNA4_10346258_GRoot_Mo46_GTGTAG,GRoot,GRoot,Mo46,Mo46,282set_Mo46,Mo46,Mo46:8042MABXX:3:E4,PI583351,103.01862,0,1.83962,4.90565
KAKRNA23_10346932_L3Base_Mo46_CCAATT,L3Base,L3Base,Mo46,Mo46,282set_Mo46,Mo46,Mo46:8042MABXX:3:E4,PI583351,8.66068,12.59735,3.543,7.87334
KAKRNA24_L3Tip_Mo46_CCAATT,L3Tip,L3Tip,Mo46,Mo46,282set_Mo46,Mo46,Mo46:8042MABXX:3:E4,PI583351,2.94709,114.93659,0,5.89418
10343262_LMAN8_Mo47_GAAGTG,LMAN8,LMAN,Mo47,Mo47,282set_Mo47,Mo47,Mo47:8042MABXX:4:B2,PI583352,0,60.72439,0,11.56655
10344823_LMAD8_Mo47_ATTGGT,LMAD8,LMAD,Mo47,Mo47,282set_Mo47,Mo47,Mo47:8042MABXX:4:B2,PI583352,0.37911,185.00609,0.75822,21.98843
KAKRNA14_GShoot_Mo47_CACTAA,GShoot,GShoot,Mo47,Mo47,282set_Mo47,Mo47,Mo47:8042MABXX:4:B2,PI583352,58.52372,2.89006,3.61258,10.47647
KAKRNA2_10346259_GRoot_Mo47_ACGTCT,GRoot,GRoot,Mo47,Mo47,282set_Mo47,Mo47,Mo47:8042MABXX:4:B2,PI583352,24.66501,0,4.48455,6.72682
KAKRNA27_10346929_L3Tip_Mo47_CGCAAC,L3Tip,L3Tip,Mo47,Mo47,282set_Mo47,Mo47,Mo47:8042MABXX:4:B2,PI583352,3.9089,111.79452,0,17.19916
KAKRNA26_L3Base_Mo47_CGCAAC,L3Base,L3Base,Mo47,Mo47,282set_Mo47,Mo47,Mo47:8042MABXX:4:B2,PI583352,8.5329,23.46548,2.55987,12.37271
KAKRNA17_Kern_Mo47_AGACCA,Kern,Kern,Mo47,Mo47,282set_Mo47,Mo47,Mo47:8042MABXX:4:B2,PI583352,1.20564,0.48226,0.24113,15.43219
KAKRNA5_GShoot_Mo_G_CCGCAA,GShoot,GShoot,Mo.G,MoG,282set_MoG,MoG,MoG:8042MABXX:3:A1,Ames27136,70.49977,2.45929,3.55231,9.01741
KAKRNA6_10346261_GRoot_Mo_G_CCGCAA,GRoot,GRoot,Mo.G,MoG,282set_MoG,MoG,MoG:8042MABXX:3:A1,Ames27136,21.01023,0,0,1.68082
KAKRNA23_10346932_L3Base_Mo_G_TCAGGA,L3Base,L3Base,Mo.G,MoG,282set_MoG,MoG,MoG:8042MABXX:3:A1,Ames27136,0.35129,10.1875,0.70259,1.05388
KAKRNA24_L3Tip_Mo_G_TCAGGA,L3Tip,L3Tip,Mo.G,MoG,282set_MoG,MoG,MoG:8042MABXX:3:A1,Ames27136,0.36358,86.89469,0,1.4543
KAKRNA18_Kern_Mo_G_GCGCTG,Kern,Kern,Mo.G,MoG,282set_MoG,MoG,MoG:8042MABXX:3:A1,Ames27136,0,0,0.45228,28.49375
10343927_LMAD26_Mp339_CTCCAT,LMAD26,LMAD,Mp339,Mp339,282set_Mp339,Mp339,Mp339:8042MABXX:4:C12,PI543916,0,62.47679,0.4431,19.05321
10344827_LMAN26_Mp339_GGTGAG,LMAN26,LMAN,Mp339,Mp339,282set_Mp339,Mp339,Mp339:8042MABXX:4:C12,PI543916,0,14.86539,0,20.23345
KAKRNA5_GShoot_Mp339_ACCGTG,GShoot,GShoot,Mp339,Mp339,282set_Mp339,Mp339,Mp339:8042MABXX:4:C12,PI543916,62.14836,1.96258,3.92516,4.57935
KAKRNA6_10346261_GRoot_Mp339_ACCGTG,GRoot,GRoot,Mp339,Mp339,282set_Mp339,Mp339,Mp339:8042MABXX:4:C12,PI543916,37.24118,0,3.1921,4.25613
KAKRNA20_10346930_L3Base_Mp339_CCTAAG,L3Base,L3Base,Mp339,Mp339,282set_Mp339,Mp339,Mp339:8042MABXX:4:C12,PI543916,5.16217,4.69289,2.1118,0.46929
KAKRNA21_10346931_L3Tip_Mp339_CCTAAG,L3Tip,L3Tip,Mp339,Mp339,282set_Mp339,Mp339,Mp339:8042MABXX:4:C12,PI543916,0.77727,55.18586,0.77727,1.94316
KAKRNA18_Kern_Mp339_AATGAA,Kern,Kern,Mp339,Mp339,282set_Mp339,Mp339,Mp339:8042MABXX:4:C12,PI543916,0,0.44088,0.44088,8.37677
