OrigColNameFromRNAExpressionValue_RNA_TaxaName,Tissue,TissueWODate,RNA_TaxaName,RNA_TaxaName_WOUnderscoreOrDot,HMP32Name,RawPhenotypeNames,CarotToco_GBSNames,AmesName,AC192244.3_FG007,GRMZM2G000231,GRMZM2G003124,GRMZM2G020148,GRMZM2G037048,GRMZM2G054225,GRMZM2G055802,GRMZM2G056697,GRMZM2G104316,GRMZM2G106950,GRMZM2G140559,GRMZM2G353905,GRMZM2G398500,GRMZM2G402493,GRMZM2G468111,GRMZM2G472671
KAKRNA20_10346930_L3Base_Mo45_TTGGTA,L3Base,L3Base,Mo45,Mo45,282set_Mo45,Mo45,Mo45:8042MABXX:4:G11,PI583350,0.92858,1.85715,7.8929,24.60727,16.25008,41.32164,8.35718,0,7.8929,126.28635,15.32151,0.92858,3.25002,91.00046,0,8.82147
KAKRNA21_10346931_L3Tip_Mo45_TTGGTA,L3Tip,L3Tip,Mo45,Mo45,282set_Mo45,Mo45,Mo45:8042MABXX:4:G11,PI583350,1.2498,0,4.99922,114.98203,12.49805,9.99844,33.74473,6.24902,23.74629,14.99766,36.24433,0,13.74785,34.99453,2.49961,212.46679
KAKRNA16_Kern_Mo45_AGTACT,Kern,Kern,Mo45,Mo45,282set_Mo45,Mo45,Mo45:8042MABXX:4:G11,PI583350,0.43781,5.69156,3.94031,16.19904,15.76123,97.19425,3.94031,1.31344,29.3334,0,10.06967,6.12937,3.06468,37.21402,1.75125,0
10343262_LMAN8_Mo46_CTCATA,LMAN8,LMAN,Mo46,Mo46,282set_Mo46,Mo46,Mo46:8042MABXX:3:E4,PI583351,3.98556,5.07253,6.88414,1.08697,9.78273,73.91396,63.76891,7.60879,21.01475,17.75384,9.42041,1.44929,14.49293,31.52213,3.98556,0.72465
KAKRNA3_GShoot_Mo46_GTGTAG,GShoot,GShoot,Mo46,Mo46,282set_Mo46,Mo46,Mo46:8042MABXX:3:E4,PI583351,0.45134,9.92959,10.15526,51.22764,15.12005,57.77215,28.6604,2.25672,10.83228,71.98951,13.76602,1.80538,8.80123,56.64378,11.50929,1.57971
KAKRNA4_10346258_GRoot_Mo46_GTGTAG,GRoot,GRoot,Mo46,Mo46,282set_Mo46,Mo46,Mo46:8042MABXX:3:E4,PI583351,3.06603,7.05187,7.35847,2.75943,15.02355,42.61782,34.33954,0,12.26412,1.22641,12.57072,0.91981,4.29244,48.44328,49.97629,3.67924
KAKRNA23_10346932_L3Base_Mo46_CCAATT,L3Base,L3Base,Mo46,Mo46,282set_Mo46,Mo46,Mo46:8042MABXX:3:E4,PI583351,3.14934,2.362,13.77835,43.30339,12.99102,44.09073,9.44801,2.75567,12.20368,87.00045,10.62901,1.57467,5.11767,59.83741,0,0
KAKRNA24_L3Tip_Mo46_CCAATT,L3Tip,L3Tip,Mo46,Mo46,282set_Mo46,Mo46,Mo46:8042MABXX:3:E4,PI583351,2.94709,0.73677,10.31482,45.67993,6.63096,24.31351,59.67862,5.89418,16.20901,9.57805,13.99869,0,15.47223,10.31482,6.63096,16.94578
10343262_LMAN8_Mo47_GAAGTG,LMAN8,LMAN,Mo47,Mo47,282set_Mo47,Mo47,Mo47:8042MABXX:4:B2,PI583352,4.33746,1.44582,10.12073,1.44582,14.45819,26.02474,76.62839,10.12073,24.57892,2.89164,50.60366,0,26.02474,28.91638,4.33746,0
10344823_LMAD8_Mo47_ATTGGT,LMAD8,LMAD,Mo47,Mo47,282set_Mo47,Mo47,Mo47:8042MABXX:4:B2,PI583352,7.96133,0,3.03289,3.03289,12.88977,7.96133,13.64799,3.79111,13.26888,3.03289,64.44884,0.75822,14.78532,20.09287,4.92844,0
KAKRNA14_GShoot_Mo47_CACTAA,GShoot,GShoot,Mo47,Mo47,282set_Mo47,Mo47,Mo47:8042MABXX:4:B2,PI583352,0,2.89006,5.41886,5.78012,11.19898,32.51318,8.30892,0,6.50264,75.86408,16.9791,3.25132,3.97383,101.51336,1.44503,0
KAKRNA2_10346259_GRoot_Mo47_ACGTCT,GRoot,GRoot,Mo47,Mo47,282set_Mo47,Mo47,Mo47:8042MABXX:4:B2,PI583352,1.12114,0,8.9691,0,22.42274,21.3016,50.45116,0,17.93819,0,7.84796,2.24227,1.12114,88.56982,7.84796,0
KAKRNA27_10346929_L3Tip_Mo47_CGCAAC,L3Tip,L3Tip,Mo47,Mo47,282set_Mo47,Mo47,Mo47:8042MABXX:4:B2,PI583352,3.12712,0,17.98094,32.83476,10.94492,13.29026,3.12712,2.34534,21.88984,4.69068,30.48942,0.78178,23.4534,22.67162,2.34534,1.56356
KAKRNA26_L3Base_Mo47_CGCAAC,L3Base,L3Base,Mo47,Mo47,282set_Mo47,Mo47,Mo47:8042MABXX:4:B2,PI583352,2.55987,0.42665,13.65264,32.42502,12.79935,15.35922,11.94606,2.13323,23.46548,112.63429,33.27831,3.41316,3.41316,131.40668,5.54639,1.27994
KAKRNA17_Kern_Mo47_AGACCA,Kern,Kern,Mo47,Mo47,282set_Mo47,Mo47,Mo47:8042MABXX:4:B2,PI583352,0,2.89353,6.26933,2.65241,13.98542,27.48858,1.20564,0.72338,20.25474,0,10.60963,4.58143,4.09917,39.54498,17.60234,0
KAKRNA5_GShoot_Mo_G_CCGCAA,GShoot,GShoot,Mo.G,MoG,282set_MoG,MoG,MoG:8042MABXX:3:A1,Ames27136,1.09302,12.02322,7.10463,19.4011,2.73255,28.69177,19.94761,0.54651,10.9302,103.56361,20.76737,0.81976,16.39529,25.95922,33.06384,7.10463
KAKRNA6_10346261_GRoot_Mo_G_CCGCAA,GRoot,GRoot,Mo.G,MoG,282set_MoG,MoG,MoG:8042MABXX:3:A1,Ames27136,11.76573,11.76573,4.20205,0.84041,5.04246,21.85064,26.05269,0,13.44655,7.56368,17.64859,1.68082,8.40409,17.64859,66.39233,0
KAKRNA23_10346932_L3Base_Mo_G_TCAGGA,L3Base,L3Base,Mo.G,MoG,282set_MoG,MoG,MoG:8042MABXX:3:A1,Ames27136,1.75647,2.81035,8.07974,27.40087,2.45905,13.34914,4.91811,0,12.29526,84.66167,30.9138,2.45905,11.24138,60.42244,5.2694,33.72415
KAKRNA24_L3Tip_Mo_G_TCAGGA,L3Tip,L3Tip,Mo.G,MoG,282set_MoG,MoG,MoG:8042MABXX:3:A1,Ames27136,4.36291,0.72715,8.36225,18.54238,3.99934,4.72649,10.18013,0,16.36093,31.9947,41.44768,0,20.72384,6.54437,5.81722,143.61257
KAKRNA18_Kern_Mo_G_GCGCTG,Kern,Kern,Mo.G,MoG,282set_MoG,MoG,MoG:8042MABXX:3:A1,Ames27136,1.35685,15.37758,9.49792,4.07054,9.49792,42.96677,0,0.45228,28.94604,0.45228,4.07054,5.87966,5.87966,40.70536,31.20744,0.45228
10343927_LMAD26_Mp339_CTCCAT,LMAD26,LMAD,Mp339,Mp339,282set_Mp339,Mp339,Mp339:8042MABXX:4:C12,PI543916,9.74815,4.87408,12.84984,3.54478,14.62223,9.30505,27.02897,43.42358,8.41886,0,45.63907,0.8862,29.68755,21.26869,35.44782,0.4431
10344827_LMAN26_Mp339_GGTGAG,LMAN26,LMAN,Mp339,Mp339,282set_Mp339,Mp339,Mp339:8042MABXX:4:C12,PI543916,4.5422,12.38783,6.19391,2.47757,19.40759,19.40759,69.37183,33.0342,9.91026,1.65171,28.492,1.23878,34.68591,30.14371,7.01977,1.65171
KAKRNA5_GShoot_Mp339_ACCGTG,GShoot,GShoot,Mp339,Mp339,282set_Mp339,Mp339,Mp339:8042MABXX:4:C12,PI543916,0,12.75677,10.13999,3.59806,10.79419,28.45741,33.69095,11.44838,9.15871,108.92317,26.16773,2.28968,9.15871,82.10125,0.65419,11.44838
KAKRNA6_10346261_GRoot_Mp339_ACCGTG,GRoot,GRoot,Mp339,Mp339,282set_Mp339,Mp339,Mp339:8042MABXX:4:C12,PI543916,3.1921,10.64034,6.3842,0,17.02454,17.02454,18.08857,0,7.44824,3.1921,17.02454,3.1921,5.32017,58.52186,28.72891,1.06403
KAKRNA20_10346930_L3Base_Mp339_CCTAAG,L3Base,L3Base,Mp339,Mp339,282set_Mp339,Mp339,Mp339:8042MABXX:4:C12,PI543916,0.70393,14.3133,11.26293,8.21255,13.14008,19.71012,5.86611,13.37472,5.63146,99.95847,22.99514,2.34644,8.21255,74.61688,3.75431,17.12903
KAKRNA21_10346931_L3Tip_Mp339_CCTAAG,L3Tip,L3Tip,Mp339,Mp339,282set_Mp339,Mp339,Mp339:8042MABXX:4:C12,PI543916,2.3318,7.38402,8.16129,57.51766,10.49309,6.21812,4.66359,17.48848,32.64516,15.93394,20.98617,0,16.71121,29.92473,4.27496,150.78953
KAKRNA18_Kern_Mp339_AATGAA,Kern,Kern,Mp339,Mp339,282set_Mp339,Mp339,Mp339:8042MABXX:4:C12,PI543916,0,15.87177,6.61324,3.08618,26.89384,37.03413,10.1403,5.73147,22.04413,0,9.25853,7.93589,8.81765,34.38884,26.01207,0
10344823_GShoot_Mt42_CACACT,GShoot,GShoot,Mt42,Mt42,282set_Mt42,Mt42,Mt42:8042MABXX:3:G10,Ames20140,1.43672,2.51427,8.26117,11.13462,15.80397,25.14268,12.93052,1.07754,10.41625,110.98697,16.88151,2.51427,15.80397,19.75496,0.71836,5.38772
10344823_LMAD8_Mt42_GGCCAA,LMAD8,LMAD,Mt42,Mt42,282set_Mt42,Mt42,Mt42:8042MABXX:3:G10,Ames20140,10.08193,1.06126,3.71439,0.53063,6.89816,5.30628,14.85758,1.06126,11.67381,1.59188,20.16385,0.53063,26.53139,4.77565,13.79632,0.53063
10344825_GRoot_Mt42_CACACT,GRoot,GRoot,Mt42,Mt42,282set_Mt42,Mt42,Mt42:8042MABXX:3:G10,Ames20140,5.89342,0.98224,5.89342,0.98224,12.52352,18.17139,38.55281,0,4.17451,0.24556,15.7158,3.19227,6.6301,14.488,31.18603,2.21003
10344826_LMAN8_Mt42_CTAGTC,LMAN8,LMAN,Mt42,Mt42,282set_Mt42,Mt42,Mt42:8042MABXX:3:G10,Ames20140,2.62946,2.62946,11.83255,0.65736,13.80465,19.72092,74.28214,0,13.80465,1.31473,17.74883,0,34.18293,11.83255,1.97209,3.94418
KAKRNA23_10346932_L3Base_Mt42_CCGACC,L3Base,L3Base,Mt42,Mt42,282set_Mt42,Mt42,Mt42:8042MABXX:3:G10,Ames20140,3.12911,1.25165,10.32607,29.41366,14.39392,13.14228,5.94532,0.31291,12.20354,62.89518,20.33924,0.93873,9.07443,17.52303,3.44202,20.65215
KAKRNA24_L3Tip_Mt42_CCGACC,L3Tip,L3Tip,Mt42,Mt42,282set_Mt42,Mt42,Mt42:8042MABXX:3:G10,Ames20140,8.13526,0.62579,17.52211,20.02527,20.02527,4.38053,36.92159,0.62579,16.27053,5.63211,17.52211,0.62579,43.17948,2.50316,22.52843,112.64213
KAKRNA17_Kern_Mt42_ATATCC,Kern,Kern,Mt42,Mt42,282set_Mt42,Mt42,Mt42:8042MABXX:3:G10,Ames20140,1.08578,1.35722,5.15744,2.17155,19.27253,35.01628,5.15744,0,28.23018,0.27144,4.07166,5.70033,4.88599,8.68621,11.94354,0
10344823_LMAD8_N192_GATTGT,LMAD8,LMAD,N192,N192,282set_N192,N192,N192:8042MABXX:4:D11,PI550566,6.71833,0,6.23845,7.67809,7.19821,8.15797,5.27869,3.83904,10.07749,2.3994,44.62889,0,25.43367,23.51415,2.3994,0.47988
10344823_LMid_N192_AAGCTC,L3Mid,L3Mid,N192,N192,282set_N192,N192,N192:8042MABXX:4:D11,PI550566,2.97197,0.99066,8.91592,90.14989,1.98132,8.91592,1259.12644,1.98132,10.89724,4.95329,32.69172,0,16.84119,8.91592,86.18725,135.72016
10344825_L3Base_N192_AAGCTC,L3Base,L3Base,N192,N192,282set_N192,N192,N192:8042MABXX:4:D11,PI550566,1.4608,1.16864,10.80994,32.42981,5.25889,13.43938,60.76937,0,8.76481,68.07338,23.37283,0.87648,8.47265,68.94986,1.4608,6.13537
10344826_LMAN8_N192_TTCCGC,LMAN8,LMAN,N192,N192,282set_N192,N192,N192:8042MABXX:4:D11,PI550566,7.94932,1.32489,10.59909,1.98733,7.94932,23.18551,28.48505,0.66244,10.59909,1.32489,25.83528,0,37.75925,41.07147,3.31222,0.66244
KAKRNA3_GShoot_N192_GACATC,GShoot,GShoot,N192,N192,282set_N192,N192,N192:8042MABXX:4:D11,PI550566,1.00581,0.50291,10.05812,45.26154,6.78923,19.36188,98.82102,0.25145,5.78342,76.4417,26.40256,0,10.56103,95.30068,2.01162,8.80085
KAKRNA4_10346258_GRoot_N192_GACATC,GRoot,GRoot,N192,N192,282set_N192,N192,N192:8042MABXX:4:D11,PI550566,2.23929,0.74643,8.21074,2.23929,8.21074,23.51258,80.05472,0.37322,10.26343,2.05269,17.54113,1.67947,3.73216,59.71448,27.05812,0
KAKRNA20_10346930_L3Base_N192_GGAGGT,L3Base,L3Base,N192,N192,282set_N192,N192,N192:8042MABXX:4:D11,PI550566,0.91549,0.30516,11.29108,21.36151,2.44132,13.7324,9.4601,0.30516,4.2723,51.57279,21.36151,0.30516,9.76526,120.84511,1.52582,10.68075
KAKRNA21_10346931_L3Tip_N192_GGAGGT,L3Tip,L3Tip,N192,N192,282set_N192,N192,N192:8042MABXX:4:D11,PI550566,2.5345,0.84483,10.138,154.60451,3.37933,5.91383,179.94951,2.5345,26.18984,12.6725,43.0865,0,19.43117,19.43117,8.44833,234.86368
KAKRNA16_Kern_N192_ATACTG,Kern,Kern,N192,N192,282set_N192,N192,N192:8042MABXX:4:D11,PI550566,1.92757,1.28504,2.57009,15.42053,3.21261,33.41116,17.3481,0.64252,24.41585,0,7.06775,1.28504,7.71027,41.76395,11.5654,0
10343264_LMAN26_N28Ht_GAGTCC,LMAN26,LMAN,N28Ht,N28Ht,282set_N28Ht,N28Ht,N28Ht:8042MABXX:4:C10,Ames27138,0.97303,3.89211,10.7033,1.45954,21.4066,15.56844,24.32569,11.67633,18.48752,5.35165,36.00202,2.43257,36.00202,57.40862,1.94605,2.43257
10343927_LMAD26_N28Ht_AAGCTC,LMAD26,LMAD,N28Ht,N28Ht,282set_N28Ht,N28Ht,N28Ht:8042MABXX:4:C10,Ames27138,4.58041,0.57255,9.73337,3.43531,10.30592,15.45888,6.29806,15.45888,7.44316,0.57255,41.22367,1.71765,27.48245,33.20796,50.38449,0
KAKRNA5_GShoot_N28Ht_AAGCTC,GShoot,GShoot,N28Ht,N28Ht,282set_N28Ht,N28Ht,N28Ht:8042MABXX:4:C10,Ames27138,0,6.92818,5.26541,19.3989,7.2053,28.54409,67.34188,4.43403,12.74785,75.37856,19.67602,1.38564,14.68774,107.24818,12.74785,7.48243
KAKRNA6_10346261_GRoot_N28Ht_AAGCTC,GRoot,GRoot,N28Ht,N28Ht,282set_N28Ht,N28Ht,N28Ht:8042MABXX:4:C10,Ames27138,0.77945,4.67669,9.35338,6.23558,5.45614,24.16289,44.42854,0.77945,17.92731,2.33834,19.4862,2.33834,5.45614,57.67916,59.23805,0
KAKRNA27_10346929_L3Tip_N28Ht_TTGGTA,L3Tip,L3Tip,N28Ht,N28Ht,282set_N28Ht,N28Ht,N28Ht:8042MABXX:4:C10,Ames27138,0,1.19261,8.34825,53.66735,1.19261,7.15565,2.38522,3.57782,17.88912,59.63039,36.97084,2.38522,26.23737,26.23737,8.34825,145.49814
KAKRNA26_L3Base_N28Ht_TTGGTA,L3Base,L3Base,N28Ht,N28Ht,282set_N28Ht,N28Ht,N28Ht:8042MABXX:4:C10,Ames27138,2.49811,1.87359,13.73963,51.83586,3.74717,16.86227,2.49811,13.73963,14.98868,44.34152,26.85472,4.3717,6.24528,143.01701,2.49811,39.34529
KAKRNA16_Kern_N28Ht_CACTAA,Kern,Kern,N28Ht,N28Ht,282set_N28Ht,N28Ht,N28Ht:8042MABXX:4:C10,Ames27138,0.45818,1.83271,5.9563,1.83271,5.03994,42.61044,15.57801,8.70536,34.82143,0,9.62171,6.87265,5.03994,56.35574,14.66166,0
10343927_LMAD26_NC222_GCATGG,LMAD26,LMAD,NC222,NC222,282set_NC222,NC222,NC222:8042MABXX:4:A8,Ames12729,4.43504,0,6.92975,5.26661,10.25603,15.52263,37.42064,13.02792,9.97884,6.37537,39.36096,0.55438,25.50147,12.75073,1.38595,0.27719
10344827_LMAN26_NC222_CCAATT,LMAN26,LMAN,NC222,NC222,282set_NC222,NC222,NC222:8042MABXX:4:A8,Ames12729,2.99558,0.59912,2.69602,5.09249,15.27746,16.47569,22.46685,14.9779,8.38762,13.77967,27.55933,0.89867,31.15403,14.07922,1.49779,0
KAKRNA5_GShoot_NC222_GCCACA,GShoot,GShoot,NC222,NC222,282set_NC222,NC222,NC222:8042MABXX:4:A8,Ames12729,0,1.48286,5.63485,32.91941,9.49028,25.20856,20.46342,7.71085,5.04171,83.33652,16.90456,0.59314,8.30399,22.83599,1.48286,2.66914
KAKRNA6_10346261_GRoot_NC222_GCCACA,GRoot,GRoot,NC222,NC222,282set_NC222,NC222,NC222:8042MABXX:4:A8,Ames12729,4.12477,1.03119,9.28074,4.12477,11.34312,22.68624,27.84221,1.03119,8.24954,6.18716,13.40551,3.09358,5.15596,21.65505,15.46789,0
KAKRNA28_L3Base_NC222_CGCCTG,L3Base,L3Base,NC222,NC222,282set_NC222,NC222,NC222:8042MABXX:4:A8,Ames12729,8.58072,1.43012,9.29578,572.76306,17.8765,17.8765,13.58614,15.01626,20.73674,148.01742,41.47348,2.86024,3.5753,31.46264,1.43012,30.74758
KAKRNA28_L3Mid_NC222_ACCTAC,L3Mid,L3Mid,NC222,NC222,282set_NC222,NC222,NC222:8042MABXX:4:A8,Ames12729,4.72897,0,7.88162,851.21548,5.51714,14.18692,2.36449,5.51714,31.5265,380.68248,26.00936,0,16.55141,2.36449,1.57632,169.45493
KAKRNA28_L3Tip_NC222_TGACAC,L3Tip,L3Tip,NC222,NC222,282set_NC222,NC222,NC222:8042MABXX:4:A8,Ames12729,5.70484,0,10.2687,282.95983,5.70484,16.54402,4.56387,9.69822,45.0682,288.66467,26.24224,0,31.94708,10.83919,0,116.94912
KAKRNA17_Kern_NC222_CGATCT,Kern,Kern,NC222,NC222,282set_NC222,NC222,NC222:8042MABXX:4:A8,Ames12729,0.27418,1.09672,4.38687,26.32122,18.91838,22.75689,3.01597,3.29015,21.93435,0,9.87046,4.66105,7.40284,14.80569,6.30613,0
10343927_LMAD26_NC230_ACTCTT,LMAD26,LMAD,NC230,NC230,282set_NC230,NC230,NC230:8042MABXX:2:B4,Ames12731,5.3249,0.88748,10.20606,1.77497,4.43742,12.86852,10.20606,1.77497,13.31226,0,36.83058,1.33123,22.63084,35.05561,35.9431,1.33123
10344827_LMAN26_NC230_CAGCGT,LMAN26,LMAN,NC230,NC230,282set_NC230,NC230,NC230:8042MABXX:2:B4,Ames12731,12.20893,3.28702,6.57404,1.8783,13.61765,12.6785,46.01827,2.81744,14.08722,1.8783,23.94828,1.40872,30.52232,21.13084,7.98276,1.40872
KAKRNA5_GShoot_NC230_GTAGAA,GShoot,GShoot,NC230,NC230,282set_NC230,NC230,NC230:8042MABXX:2:B4,Ames12731,0.78072,1.75661,5.85537,14.63842,5.66019,23.61665,22.83593,0.97589,8.78305,172.14779,19.12753,2.53733,13.27217,26.73951,15.80949,8.58787
KAKRNA6_10346261_GRoot_NC230_GTAGAA,GRoot,GRoot,NC230,NC230,282set_NC230,NC230,NC230:8042MABXX:2:B4,Ames12731,4.50142,0.69253,7.27152,2.42384,10.73415,16.96689,30.12488,0,7.96405,1.03879,13.50426,2.7701,5.54021,27.00852,183.17315,1.03879
KAKRNA23_10346932_L3Base_NC230_TACCTT,L3Base,L3Base,NC230,NC230,282set_NC230,NC230,NC230:8042MABXX:2:B4,Ames12731,1.02846,0,5.1423,35.4819,3.59961,11.8273,15.94114,2.05692,10.28461,79.19148,22.11191,2.57115,9.77038,41.13843,2.57115,28.7969
KAKRNA24_L3Tip_NC230_TACCTT,L3Tip,L3Tip,NC230,NC230,282set_NC230,NC230,NC230:8042MABXX:2:B4,Ames12731,3.38659,0,7.90203,62.65184,4.51545,5.64431,0,2.25772,39.51017,33.30143,33.86586,1.12886,39.51017,34.99472,9.0309,113.45063
KAKRNA17_Kern_NC230_CCTGCT,Kern,Kern,NC230,NC230,282set_NC230,NC230,NC230:8042MABXX:2:B4,Ames12731,0,1.91947,5.51848,4.31881,2.39934,23.75346,0.95974,0.47987,17.99505,0,7.67789,9.35742,8.15775,19.67458,54.22507,0
10343927_LMAD26_NC232_TCAGGA,LMAD26,LMAD,NC232,NC232,282set_NC232,NC232,NC232:8042MABXX:3:D7,Ames12732,7.44115,0,0,0,0,29.76459,66.97033,0,7.44115,14.8823,14.8823,0,22.32344,29.76459,22.32344,0
10344827_LMAN26_NC232_TGCTAT,LMAN26,LMAN,NC232,NC232,282set_NC232,NC232,NC232:8042MABXX:3:D7,Ames12732,3.07121,1.70623,10.23737,0.34125,8.53114,19.79225,55.96428,4.43619,6.82491,2.38872,36.17204,0.68249,28.32339,59.03549,0.34125,1.70623
KAKRNA5_GShoot_NC232_CGAAGG,GShoot,GShoot,NC232,NC232,282set_NC232,NC232,NC232:8042MABXX:3:D7,Ames12732,0.42949,2.3622,9.23407,8.37509,19.97136,29.63492,18.46814,1.28847,6.44237,79.02645,34.35933,1.93271,13.31424,87.18679,1.28847,7.30136
KAKRNA6_10346261_GRoot_NC232_CGAAGG,GRoot,GRoot,NC232,NC232,282set_NC232,NC232,NC232:8042MABXX:3:D7,Ames12732,4.8309,1.31752,10.10097,3.73297,22.6174,20.42154,30.30292,0.65876,9.22263,0.87835,16.24939,2.63504,4.39173,57.97081,62.80171,0.43917
KAKRNA27_10346929_L3Tip_NC232_CACTAA,L3Tip,L3Tip,NC232,NC232,282set_NC232,NC232,NC232:8042MABXX:3:D7,Ames12732,0,5.19722,3.11833,30.14389,5.19722,11.43389,1.03944,3.11833,50.93277,25.98611,24.94666,0,33.26222,14.55222,0,246.34831
KAKRNA26_L3Base_NC232_CACTAA,L3Base,L3Base,NC232,NC232,282set_NC232,NC232,NC232:8042MABXX:3:D7,Ames12732,4.0009,1.00023,7.50169,43.50982,12.50282,12.00271,7.50169,1.00023,18.00406,64.51455,34.50778,3.50079,5.00113,246.55562,8.50192,23.00519
KAKRNA17_Kern_NC232_GAACCT,Kern,Kern,NC232,NC232,282set_NC232,NC232,NC232:8042MABXX:3:D7,Ames12732,0,1.85842,5.57526,3.09737,32.83208,25.3984,5.57526,0,8.67263,0,9.91157,3.09737,10.53105,52.03575,13.00894,0
10343264_LMAD26_NC236_GGTGAG,LMAD26,LMAD,NC236,NC236,282set_NC236,NC236,NC236:8042MABXX:4:B5,Ames12734,2.28789,0.57197,9.15156,6.86367,23.45086,10.2955,10.86747,18.87509,12.01142,2.28789,37.75017,0,15.44325,13.15536,9.72353,0.57197
10344827_LMAN26_NC236_TGCACG,LMAN26,LMAN,NC236,NC236,282set_NC236,NC236,NC236:8042MABXX:4:B5,Ames12734,6.02281,1.09506,4.92775,3.55893,19.98478,11.22433,24.365,14.5095,7.11787,0.82129,22.99618,1.09506,13.41444,11.77186,34.49427,0
KAKRNA5_GShoot_NC236_AATAGC,GShoot,GShoot,NC236,NC236,282set_NC236,NC236,NC236:8042MABXX:4:B5,Ames12734,1.26348,8.21264,6.94916,16.42528,12.63483,30.00773,98.5517,5.05393,6.63329,92.86602,18.32051,1.89522,4.10632,25.26967,1.57935,0
KAKRNA6_10346261_GRoot_NC236_AATAGC,GRoot,GRoot,NC236,NC236,282set_NC236,NC236,NC236:8042MABXX:4:B5,Ames12734,8.3278,7.6872,4.4842,7.0466,14.0932,16.015,50.60741,1.2812,16.6556,0.6406,18.5774,1.9218,1.9218,23.7022,75.59081,0.6406
KAKRNA27_10346929_L3Tip_NC236_GCCACA,L3Tip,L3Tip,NC236,NC236,282set_NC236,NC236,NC236:8042MABXX:4:B5,Ames12734,1.20775,1.20775,15.09693,62.80321,17.51243,8.45428,15.09693,7.8504,52.5373,4.22714,27.77834,0,5.43489,7.24652,1.81163,0.60388
KAKRNA26_L3Base_NC236_GCCACA,L3Base,L3Base,NC236,NC236,282set_NC236,NC236,NC236:8042MABXX:4:B5,Ames12734,0.69736,8.36831,10.69284,13.24982,10.92529,19.06115,13.48228,8.36831,11.62265,123.20012,16.96907,0.92981,1.85962,65.55176,1.39472,0.92981
KAKRNA17_Kern_NC236_GCGAAT,Kern,Kern,NC236,NC236,282set_NC236,NC236,NC236:8042MABXX:4:B5,Ames12734,0.32312,4.52372,5.49308,2.58498,16.80238,30.69665,8.07807,4.84684,17.77175,0,6.46245,3.87747,1.61561,20.0336,17.77175,0
10343264_LMAD26_NC238_TGGCGA,LMAD26,LMAD,NC238,NC238,282set_NC238,NC238,NC238:8042MABXX:4:F1,Ames12735,5.61181,3.74121,7.10829,4.11533,31.052,19.82839,34.79321,1.12236,12.7201,7.10829,19.45427,2.61884,17.58366,11.97186,8.97889,0.37412
10344827_LMAN26_NC238_GTCAGG,LMAN26,LMAN,NC238,NC238,282set_NC238,NC238,NC238:8042MABXX:4:F1,Ames12735,13.3477,6.02799,4.30571,1.72228,51.66851,18.51455,63.7245,1.29171,20.23683,1.29171,13.77827,2.58343,26.6954,6.88913,0.86114,0.86114
KAKRNA3_GShoot_NC238_CGGTTA,GShoot,GShoot,NC238,NC238,282set_NC238,NC238,NC238:8042MABXX:4:F1,Ames12735,0,2.38877,8.12181,6.68855,32.96499,35.83151,39.17579,2.38877,7.64406,88.86215,10.51058,0.95551,10.03282,35.83151,18.63239,3.34427
KAKRNA4_10346258_GRoot_NC238_CGGTTA,GRoot,GRoot,NC238,NC238,282set_NC238,NC238,NC238:8042MABXX:4:F1,Ames12735,11.77963,0.73623,6.25793,2.57679,27.97663,18.77379,35.3389,0,6.62604,1.47245,19.1419,2.57679,5.15359,12.51586,852.18274,0.73623
KAKRNA27_10346929_L3Tip_NC238_CAAGCA,L3Tip,L3Tip,NC238,NC238,282set_NC238,NC238,NC238:8042MABXX:4:F1,Ames12735,1.41017,1.41017,19.74241,42.30517,36.66448,12.69155,25.3831,1.41017,12.69155,11.28138,26.79327,1.41017,26.79327,18.33224,2.82034,142.4274
KAKRNA26_L3Base_NC238_CAAGCA,L3Base,L3Base,NC238,NC238,282set_NC238,NC238,NC238:8042MABXX:4:F1,Ames12735,1.73781,2.31708,8.68904,18.53661,39.96957,17.95734,8.10977,0.57927,12.16465,92.10379,10.42684,1.15854,6.37196,81.09768,41.70738,12.16465
KAKRNA17_Kern_NC238_TGCTAT,Kern,Kern,NC238,NC238,282set_NC238,NC238,NC238:8042MABXX:4:F1,Ames12735,0.52526,0.52526,3.15154,1.57577,33.09118,16.80822,6.82834,1.05051,7.87885,0,3.6768,9.97988,5.25257,17.33347,30.46489,0
10343264_LMAN26_NC250_GATTGT,LMAN26,LMAN,NC250,NC250,282set_NC250,NC250,NC250:8042MABXX:2:C1,PI550555,3.25724,0.97717,10.09746,2.28007,9.12028,18.89201,47.23003,4.23442,14.6576,0.97717,26.05795,0,20.19491,23.12643,1.95435,2.28007
10343927_LMAD26_NC250_CAGCGT,LMAD26,LMAD,NC250,NC250,282set_NC250,NC250,NC250:8042MABXX:2:C1,PI550555,2.25715,0.56429,6.20715,3.38572,7.90001,12.97859,13.54287,0.56429,17.49288,0.56429,34.98575,0,14.67144,50.78577,12.4143,0
10344823_GShoot_NC250_CAGATG,GShoot,GShoot,NC250,NC250,282set_NC250,NC250,NC250:8042MABXX:2:C1,PI550555,1.66034,2.49051,9.96203,9.13186,3.32068,19.92406,67.65878,0.83017,7.47152,194.67465,20.33914,0.41508,12.03745,28.22575,0.41508,15.35813
